Temps,T1,T2,T3,T4,T5,Pression,Force,Temps_Magna_Power,Voltage_Magna_Power,Courant_Magna_Power
11.4,66.23,75.32,59.49,79.17,19.29,81.71,342.84,14,55.4,2.36
11.6,66.92,76.2,60.05,80.16,19.25,81.72,342.84,14,55.4,2.36
11.8,67.63,77.1,60.75,81.16,19.25,81.72,342.57,14,55.3,2.36
12,68.37,78.06,61.45,82.15,19.25,81.73,342.37,15,55.3,2.36
12.2,69.16,79.04,62.08,83.18,19.27,81.74,341.99,15,55.1,2.38
12.4,69.99,80.08,62.8,84.24,19.32,81.73,342.4,15,55.1,2.36
12.6,70.62,80.94,63.46,85.22,19.25,81.73,342.77,15,55.1,2.36
12.8,71.25,81.88,64.09,86.11,19.23,81.72,342.46,15,55.3,2.38
13,71.97,82.75,64.75,87.05,19.23,81.71,342.4,16,55.3,2.38
13.2,72.72,83.69,65.46,88.02,19.25,81.71,341.67,16,55.2,2.36
13.4,73.42,84.7,66.17,88.92,19.32,81.73,341.22,16,55.2,2.36
13.6,74.03,85.51,66.73,89.78,19.27,81.75,341.2,16,55.1,2.36
13.8,74.66,86.3,67.41,90.65,19.25,81.72,340.95,16,55.1,2.36
14,75.28,87.19,68.03,91.49,19.26,81.71,340.77,17,55.4,2.36
14.2,76.03,88.1,68.71,92.36,19.28,81.72,340.42,17,55.4,2.36
14.4,76.72,88.9,69.37,93.2,19.28,81.74,340.45,17,55.3,2.36
14.6,77.31,89.68,69.96,93.98,19.26,81.73,340.43,17,55.3,2.36
14.8,77.93,90.49,70.57,94.81,19.23,81.73,339.73,17,55.3,2.36
15,78.59,91.31,71.33,95.61,19.21,81.74,339.77,17,55.4,2.36
15.2,79.25,92.13,71.92,96.55,19.26,81.72,339.27,18,55.4,2.36
15.4,79.87,92.96,72.55,97.37,19.3,81.72,338.84,18,55.3,2.36
15.6,80.44,93.73,73.17,98.09,19.27,81.71,338.58,18,55.3,2.36
15.8,81,94.51,73.75,98.8,19.27,81.72,338.04,18,55.4,2.36
16,81.65,95.34,74.39,99.52,19.26,81.72,337.33,18,55.5,2.36
16.2,82.27,96.12,75.16,100.36,19.27,81.71,337.53,19,55.5,2.36
16.4,82.8,96.87,75.65,101.07,19.26,81.72,337.06,19,55.5,2.36
16.6,83.45,97.63,76.3,101.74,19.23,81.74,336.48,19,55.5,2.35
16.8,83.99,98.36,77.03,102.42,19.23,81.72,336.19,19,55.7,2.35
17,84.6,99.05,77.67,103.2,19.25,81.74,335.56,19,55.7,2.35
17.2,85.35,99.89,78.38,103.99,19.3,81.75,334.95,20,55.7,2.35
17.4,85.84,100.63,79.09,104.65,19.27,81.75,334.93,20,55.6,2.35
17.6,86.45,101.45,79.85,105.36,19.28,81.75,333.76,20,55.6,2.35
17.8,86.92,102.27,80.44,106.07,19.28,81.76,332.73,20,55.8,2.35
18,87.51,103.12,81.08,106.64,19.29,81.75,332.07,21,55.8,2.35
18.2,88.08,103.92,81.89,107.42,19.35,81.72,331.07,21,56,2.35
18.4,88.59,104.63,82.49,108.09,19.32,81.73,331.09,21,56,2.33
18.6,89.03,105.28,83.02,108.54,19.28,81.73,330.75,21,55.9,2.33
18.8,89.51,105.99,83.66,109.18,19.25,81.72,330.15,21,56.1,2.33
19,90.11,106.61,84.23,109.83,19.26,81.72,329.5,22,56.1,2.33
19.2,90.64,107.46,84.97,110.48,19.27,81.73,328.63,22,56.1,2.33
19.4,91.21,108.14,85.63,111.06,19.26,81.73,328.04,22,56.1,2.33
19.6,91.75,108.84,86.21,111.61,19.26,81.72,327.5,22,56.2,2.33
19.8,92.26,109.55,86.78,112.17,19.25,81.74,326.43,22,56.2,2.33
20,92.71,110.3,87.37,112.75,19.26,81.75,325.85,23,56.3,2.33
20.2,93.29,111.12,88.07,113.37,19.24,81.75,325.08,23,56.5,2.33
20.4,93.8,111.84,88.66,113.94,19.23,81.75,324.53,23,56.5,2.33
20.6,94.26,112.6,89.19,114.46,19.23,81.76,323.65,23,56.5,2.31
20.8,94.83,113.36,89.75,115.02,19.23,81.75,322.97,23,56.5,2.31
21,95.32,114.09,90.4,115.55,19.24,81.76,322.36,24,56.7,2.31
21.2,95.98,114.93,91.13,116.22,19.3,81.75,320.6,24,56.7,2.31
21.4,96.43,115.57,91.69,116.69,19.28,81.74,320.61,24,56.8,2.31
21.6,96.98,116.18,92.27,117.1,19.27,81.72,320.2,24,56.8,2.31
21.8,97.43,116.88,92.76,117.66,19.25,81.71,319.5,24,56.6,2.31
22,97.99,117.63,93.41,118.07,19.25,81.74,319.02,24,56.9,2.31
22.2,98.56,118.39,94.01,118.65,19.31,81.75,318.93,25,56.9,2.31
22.4,99.05,119.01,94.54,119.05,19.26,81.75,318.14,25,56.7,2.31
22.6,99.6,119.7,95.15,119.55,19.24,81.75,317.27,25,56.7,2.31
22.7999999999999,100.12,120.4,95.66,119.94,19.24,81.73,316.95,26,56.7,2.31
22.9999999999999,100.7,121.03,96.31,120.51,19.24,81.71,316.57,26,56.7,2.31
23.1999999999999,101.34,121.98,96.96,121.12,19.34,81.71,315.6,26,56.9,2.31
23.3999999999999,101.87,122.6,97.47,121.47,19.31,81.71,315.43,26,56.8,2.31
23.5999999999999,102.31,123.02,97.97,121.85,19.27,81.73,315.62,26,56.8,2.31
23.7999999999999,102.85,123.57,98.45,122.18,19.25,81.75,315.35,26,56.9,2.29
23.9999999999999,103.43,124.08,99.01,122.65,19.24,81.75,315.64,27,56.9,2.29
24.1999999999999,104.01,124.71,99.54,123.13,19.26,81.72,316.02,27,57,2.29
24.3999999999999,104.56,125.26,100.11,123.58,19.27,81.74,316.07,27,57,2.29
24.5999999999999,105.05,125.81,100.54,123.89,19.24,81.75,315.91,27,57,2.29
24.7999999999999,105.64,126.46,101.14,124.35,19.25,81.75,316.24,27,56.9,2.29
24.9999999999999,106.17,127.03,101.62,124.72,19.26,81.75,316.62,28,56.9,2.29
25.1999999999999,106.98,127.85,102.37,125.25,19.34,81.74,317.33,28,57,2.31
25.3999999999999,107.49,128.29,102.71,125.6,19.29,81.73,316.84,28,57,2.31
25.5999999999999,107.86,128.8,103.2,125.88,19.25,81.75,316.68,28,56.8,2.29
25.7999999999999,108.49,129.37,103.79,126.29,19.25,81.73,317,28,56.8,2.29
25.9999999999999,109.09,129.98,104.21,126.64,19.24,81.71,317.13,29,56.9,2.29
26.1999999999999,109.67,130.64,104.77,126.99,19.26,81.72,317.4,29,56.9,2.31
26.3999999999999,110.25,131.23,105.22,127.4,19.26,81.74,317.17,29,56.9,2.31
26.5999999999999,110.76,131.69,105.75,127.69,19.26,81.75,317.07,29,56.7,2.29
26.7999999999999,111.36,132.26,106.17,128.08,19.27,81.73,317.61,29,56.7,2.29
26.9999999999999,111.9,132.75,106.76,128.49,19.27,81.72,317.55,30,56.7,2.29
27.1999999999999,112.54,133.38,107.24,128.83,19.26,81.74,318.26,30,56.7,2.29
27.3999999999999,113.12,133.86,107.73,129.11,19.25,81.73,317.71,30,56.8,2.29
27.5999999999999,113.63,134.33,108.09,129.46,19.26,81.73,317.45,30,56.7,2.31
27.7999999999999,114.24,134.81,108.57,129.74,19.25,81.74,317.76,30,56.7,2.31
27.9999999999999,114.85,135.25,108.99,130.09,19.24,81.75,317.72,30,56.7,2.29
28.1999999999999,115.61,135.92,109.53,130.6,19.34,81.75,318.58,31,56.7,2.29
28.3999999999999,116.07,136.3,109.87,130.73,19.28,81.75,318.36,31,56.6,2.31
28.5999999999999,116.51,136.7,110.12,131.08,19.26,81.72,318.41,31,56.6,2.31
28.7999999999999,117.08,137.15,110.65,131.44,19.26,81.7,318.41,32,56.4,2.31
28.9999999999999,117.53,137.49,111.02,131.65,19.25,81.71,318.33,32,56.4,2.31
29.1999999999999,118.16,137.88,111.56,132.07,19.28,81.72,318.82,32,56.4,2.31
29.3999999999999,118.64,138.23,111.92,132.37,19.27,81.74,318.39,32,56.3,2.31
29.5999999999999,119.2,138.46,112.35,132.54,19.26,81.73,318.49,32,56.3,2.31
29.7999999999999,119.79,138.85,112.79,132.8,19.25,81.73,318.3,32,56.3,2.31
29.9999999999999,120.27,139.17,113.12,133.19,19.24,81.74,318.33,33,56.3,2.31
30.1999999999999,120.88,139.43,113.69,133.52,19.29,81.72,318.66,33,56.3,2.31
30.3999999999999,121.37,139.63,114.05,133.74,19.28,81.74,318.54,33,56.3,2.31
30.5999999999999,121.9,139.93,114.55,134.07,19.27,81.75,318.46,33,56.3,2.31
30.7999999999999,122.39,140.22,114.92,134.36,19.25,81.75,318.74,33,56.1,2.31
30.9999999999999,122.94,140.51,115.43,134.53,19.24,81.73,318.76,34,56.1,2.31
31.1999999999999,123.48,140.96,115.99,134.84,19.27,81.74,319.15,34,56.2,2.31
31.3999999999999,123.96,141.23,116.5,135.16,19.26,81.75,319.16,34,56.2,2.33
31.5999999999999,124.4,141.69,116.81,135.39,19.26,81.75,318.76,34,56.1,2.33
31.7999999999999,124.93,142.08,117.18,135.57,19.25,81.75,318.21,34,56.1,2.33
31.9999999999999,125.46,142.33,117.57,135.93,19.25,81.75,317.95,35,56.1,2.33
32.1999999999999,125.98,142.75,117.91,136.29,19.26,81.75,318.22,35,56.2,2.33
32.3999999999999,126.46,143.07,118.34,136.44,19.26,81.72,318.09,35,56.2,2.33
32.5999999999999,126.91,143.26,118.68,136.74,19.24,81.74,318.25,35,56,2.33
32.7999999999999,127.38,143.41,119.17,137.08,19.24,81.75,318.64,35,56,2.33
32.9999999999999,127.86,143.79,119.6,137.3,19.26,81.75,318.69,36,55.9,2.33
33.1999999999999,128.38,144.09,120.22,137.56,19.28,81.73,318.61,36,55.9,2.33
33.3999999999999,128.83,144.25,120.68,137.81,19.26,81.72,318.91,36,55.8,2.33
33.5999999999999,129.3,144.36,121.3,138.12,19.26,81.73,318.92,36,55.7,2.33
33.7999999999999,129.75,144.64,122.04,138.3,19.25,81.74,319.28,37,55.7,2.33
33.9999999999999,130.21,144.91,122.73,138.53,19.25,81.72,319.3,37,55.6,2.33
34.1999999999999,130.72,145.13,123.3,138.94,19.26,81.74,319.68,37,55.6,2.33
34.3999999999999,131.15,145.24,123.77,139.19,19.25,81.74,319.47,37,55.7,2.35
34.5999999999999,131.62,145.41,124.22,139.38,19.25,81.73,319.31,37,55.7,2.33
34.8,132.01,145.67,124.62,139.66,19.24,81.74,319.66,38,55.6,2.33
35,132.32,145.78,125.11,139.86,19.18,81.73,318.85,38,55.6,2.35
35.2,132.89,146.24,125.84,140.34,19.31,81.72,319.1,38,55.6,2.35
35.4,133.23,146.31,126.25,140.48,19.24,81.71,318.98,38,55.7,2.35
35.6,133.72,146.56,126.81,140.77,19.23,81.73,320,38,55.7,2.35
35.8,134.37,146.89,127.5,141.19,19.32,81.73,320.02,39,55.6,2.35
36,134.75,147.1,128.06,141.61,19.33,81.71,319.29,39,55.6,2.33
36.2,135.1,147.28,128.43,141.89,19.34,81.71,319.24,39,55.5,2.33
36.4,135.49,147.48,128.89,142.09,19.3,81.71,318.96,39,55.5,2.35
36.6,135.84,147.76,129.21,142.27,19.31,81.71,318.6,39,55.7,2.35
36.8,136.05,147.88,129.43,142.38,19.28,81.71,318.94,39,55.5,2.33
37,136.44,148,129.87,142.68,19.25,81.71,318.99,40,55.5,2.33
37.2,136.79,148.13,130.28,143.02,19.27,81.73,318.38,40,55.6,2.35
37.4,137.2,148.26,130.61,143.16,19.26,81.75,318.28,40,55.6,2.35
37.6,137.52,148.48,131.02,143.33,19.25,81.75,318.85,40,55.7,2.35
37.8,137.89,148.75,131.43,143.67,19.25,81.75,318.77,40,55.7,2.33
38,138.32,148.94,131.89,143.94,19.26,81.73,318.74,41,55.5,2.33
38.2,138.67,149.11,132.23,144.19,19.28,81.72,318.98,41,55.6,2.33
38.4,139.09,149.33,132.54,144.4,19.27,81.7,319.04,41,55.6,2.33
38.6,139.45,149.62,132.93,144.75,19.25,81.73,318.56,41,55.7,2.35
38.8,139.73,149.82,133.16,144.99,19.25,81.73,318.51,42,55.7,2.33
39,140.16,149.96,133.47,145.17,19.25,81.72,318.41,42,55.6,2.33
39.2,140.51,150.2,133.91,145.54,19.28,81.72,318.41,42,55.6,2.33
39.4,140.81,150.39,134.13,145.8,19.27,81.74,318.62,42,55.6,2.33
39.6,141.2,150.67,134.53,145.97,19.24,81.75,318.57,42,55.5,2.35
39.8,141.47,150.83,134.9,146.2,19.23,81.75,318.66,43,55.5,2.35
40,141.78,151.03,135.11,146.55,19.24,81.73,318.41,43,55.5,2.33
40.2,142.2,151.28,135.46,146.82,19.27,81.71,318.08,43,55.5,2.35
40.4,142.47,151.55,135.8,147.03,19.24,81.72,317.95,43,55.7,2.35
40.6,142.82,151.78,136.01,147.31,19.26,81.74,318.06,43,55.7,2.33
40.8,143.21,151.91,136.28,147.68,19.25,81.75,318.31,44,55.6,2.33
41,143.47,152.09,136.71,147.85,19.24,81.75,318.54,44,55.5,2.35
41.2,143.83,152.43,136.98,148.05,19.27,81.75,318.54,44,55.5,2.35
41.4000000000001,144.19,152.6,137.3,148.29,19.24,81.75,318.22,44,55.6,2.35
41.6000000000001,144.42,152.76,137.69,148.62,19.24,81.76,318.53,44,55.6,2.35
41.8000000000001,144.76,152.86,137.96,148.83,19.25,81.75,318.53,45,55.5,2.35
42.0000000000001,145.13,153.05,138.36,149.05,19.25,81.76,318.52,45,55.5,2.35
42.2000000000001,145.36,153.31,138.73,149.33,19.28,81.75,318.97,45,55.3,2.35
42.4000000000001,145.66,153.57,138.98,149.64,19.25,81.73,318.95,45,55.4,2.35
42.6000000000001,146.04,153.73,139.42,149.81,19.24,81.73,319.05,45,55.4,2.35
42.8000000000001,146.27,153.84,139.72,149.91,19.25,81.74,318.65,45,55.2,2.35
43.0000000000001,146.66,154.15,140.07,150.24,19.26,81.72,318.55,46,55.2,2.35
43.2000000000001,147,154.4,140.53,150.54,19.26,81.74,318.67,46,55.1,2.35
43.4000000000001,147.22,154.62,140.87,150.75,19.26,81.75,318.95,46,55.1,2.35
43.6000000000001,147.5,154.76,141.39,150.86,19.25,81.75,318.98,46,55.2,2.35
43.8000000000001,147.87,154.89,141.69,151.08,19.24,81.75,319,46,55,2.36
44.0000000000001,148.2,155.17,142.21,151.52,19.28,81.73,318.65,47,55,2.36
44.2000000000001,148.34,155.45,142.58,151.71,19.28,81.71,319.31,47,55.1,2.36
44.4000000000001,148.6,155.62,142.88,151.84,19.25,81.7,319.48,47,55.1,2.36
44.6000000000001,148.92,155.74,143.37,152.01,19.22,81.7,319.74,48,55.2,2.36
44.8000000000001,149.15,155.92,143.63,152.3,19.23,81.72,319.48,48,55.2,2.35
45.0000000000001,149.47,156.22,143.99,152.65,19.29,81.74,319.2,48,55,2.35
45.2000000000001,149.8,156.47,144.36,152.75,19.26,81.72,319.31,48,55.1,2.35
45.4000000000001,150.03,156.61,144.6,152.86,19.26,81.73,318.98,48,55.1,2.35
45.6000000000001,150.25,156.76,144.86,153.1,19.25,81.75,319.08,48,55.2,2.35
45.8000000000001,150.62,157.03,145.25,153.39,19.25,81.75,318.92,49,55.2,2.35
46.0000000000001,151,157.37,145.6,153.7,19.27,81.75,319.25,49,55.1,2.35
46.2000000000001,151.14,157.51,145.82,153.8,19.24,81.76,319,49,55.1,2.36
46.4000000000001,151.34,157.64,146.15,153.93,19.25,81.76,319.39,49,55.1,2.36
46.6000000000001,151.73,157.78,146.46,154.17,19.25,81.76,318.96,49,55.2,2.36
46.8000000000001,151.98,158.07,146.67,154.44,19.24,81.76,318.97,50,55.2,2.36
47.0000000000001,152.27,158.44,147.07,154.7,19.3,81.76,318.89,50,55.1,2.35
47.2000000000001,152.5,158.57,147.34,154.74,19.26,81.76,318.72,50,55.1,2.35
47.4000000000001,152.82,158.69,147.51,154.87,19.24,81.76,318.93,50,55.1,2.35
47.6000000000001,152.99,158.94,147.73,155.16,19.25,81.76,318.71,50,55.1,2.35
47.8000000000001,153.2,159.21,148.04,155.42,19.24,81.75,318.56,51,55.1,2.35
48.0000000000001,153.61,159.47,148.4,155.65,19.28,81.76,318.03,51,55.1,2.35
48.2000000000001,153.85,159.59,148.52,155.74,19.26,81.75,318.31,51,55.1,2.35
48.4000000000002,154.05,159.78,148.71,155.98,19.24,81.76,318.62,51,55.1,2.35
48.6000000000002,154.32,160.04,149,156.22,19.25,81.75,318.76,51,55.1,2.35
48.8000000000002,154.66,160.28,149.31,156.41,19.22,81.76,318.78,51,55.1,2.36
49.0000000000002,154.95,160.54,149.55,156.61,19.26,81.75,318.33,52,55.1,2.36
49.2000000000002,155.08,160.6,149.81,156.67,19.26,81.76,318.69,52,54.9,2.36
49.4000000000002,155.36,160.81,150.16,156.81,19.24,81.76,318.85,52,54.9,2.35
49.6000000000002,155.67,161.06,150.35,157.13,19.26,81.75,319.07,52,54.9,2.35
49.8000000000002,155.87,161.31,150.52,157.38,19.26,81.76,318.84,52,55.1,2.36
50.0000000000002,156.17,161.49,150.88,157.54,19.27,81.75,318.48,53,55.1,2.36
50.2000000000002,156.43,161.6,151.17,157.61,19.26,81.75,319.05,53,54.9,2.35
50.4000000000002,156.71,161.83,151.35,157.81,19.24,81.76,319.33,53,54.9,2.35
50.6000000000002,156.88,162.08,151.53,158.09,19.23,81.76,319.26,54,55,2.35
50.8000000000002,157.13,162.3,151.79,158.34,19.25,81.76,319.46,54,55,2.36
51.0000000000002,157.48,162.48,152.13,158.53,19.24,81.75,319.27,54,55,2.36
51.2000000000002,157.7,162.51,152.31,158.64,19.26,81.76,319.04,54,54.8,2.36
51.4000000000002,157.84,162.64,152.52,158.84,19.23,81.75,319.08,54,54.8,2.36
51.6000000000002,158.07,162.9,152.88,159.11,19.22,81.75,319.57,54,54.8,2.36
51.8000000000002,158.36,163.13,153.13,159.31,19.24,81.75,319.63,55,54.8,2.36
52.0000000000002,158.7,163.38,153.4,159.48,19.26,81.76,320.25,55,54.9,2.36
52.2000000000002,158.81,163.46,153.57,159.63,19.25,81.76,319.46,55,54.9,2.36
52.4000000000002,159,163.58,153.9,159.85,19.24,81.75,319.3,55,54.7,2.36
52.6000000000002,159.35,163.82,154.15,160.12,19.24,81.72,319.51,55,54.9,2.36
52.8000000000002,159.61,164.06,154.31,160.31,19.25,81.74,319.64,56,54.9,2.36
53.0000000000002,159.81,164.27,154.66,160.5,19.26,81.75,320.09,56,54.9,2.36
53.2000000000002,159.97,164.36,154.95,160.61,19.26,81.75,319.55,56,54.9,2.36
53.4000000000002,160.25,164.46,155.15,160.85,19.24,81.75,319.65,56,54.6,2.36
53.6000000000002,160.52,164.6,155.39,161.14,19.24,81.73,319.99,56,54.6,2.36
53.8000000000002,160.67,164.85,155.64,161.31,19.25,81.73,319.82,57,54.8,2.36
54.0000000000002,160.91,165.13,156.05,161.51,19.26,81.75,319.63,57,54.7,2.36
54.2000000000002,161.18,165.27,156.2,161.64,19.25,81.75,319.71,57,54.7,2.36
54.4000000000002,161.45,165.37,156.42,161.95,19.25,81.75,319.25,57,54.8,2.36
54.6000000000002,161.61,165.49,156.79,162.17,19.25,81.74,319.47,57,54.8,2.36
54.8000000000002,161.76,165.65,157.02,162.3,19.24,81.72,319.66,58,54.8,2.36
55.0000000000002,162.1,165.96,157.28,162.47,19.29,81.74,319.32,58,54.8,2.36
55.2000000000002,162.32,166.13,157.44,162.61,19.26,81.75,319.42,58,54.7,2.36
55.4000000000003,162.5,166.23,157.72,162.86,19.23,81.75,319.32,58,54.7,2.36
55.6000000000003,162.66,166.31,157.97,163.12,19.22,81.75,319.61,58,54.7,2.36
55.8000000000003,162.83,166.44,158.14,163.26,19.24,81.72,319.92,58,54.8,2.38
56.0000000000003,163.2,166.74,158.55,163.47,19.27,81.73,319.83,59,54.8,2.38
56.2000000000003,163.42,166.89,158.86,163.62,19.23,81.75,319.72,59,54.6,2.36
56.4000000000003,163.57,167.04,159.04,163.92,19.22,81.75,319.65,59,54.6,2.38
56.6000000000003,163.66,167.17,159.23,164.12,19.21,81.75,319.73,60,54.6,2.38
56.8000000000003,163.9,167.26,159.5,164.26,19.25,81.74,319.91,60,54.6,2.38
57.0000000000003,164.26,167.48,159.82,164.41,19.25,81.71,320.16,60,54.6,2.38
57.2000000000003,164.43,167.61,160.01,164.48,19.26,81.7,320.2,60,54.6,2.36
57.4000000000003,164.59,167.79,160.18,164.77,19.25,81.7,319.85,60,54.6,2.36
57.6000000000003,164.74,167.97,160.41,164.99,19.26,81.71,319.45,61,54.5,2.36
57.8000000000003,165.03,168.1,160.73,165.13,19.23,81.74,319.58,61,54.5,2.38
58.0000000000003,165.34,168.24,160.95,165.27,19.24,81.71,319.81,61,54.6,2.38
58.2000000000003,165.45,168.3,161.09,165.31,19.25,81.71,319.39,61,54.6,2.36
58.4000000000003,165.54,168.45,161.28,165.52,19.24,81.71,319.31,61,54.6,2.36
58.6000000000003,165.77,168.63,161.59,165.8,19.24,81.74,319.25,61,54.6,2.36
58.8000000000003,166.06,168.82,161.8,166.01,19.24,81.72,319.51,62,54.6,2.36
59.0000000000003,166.34,169.02,161.97,166.17,19.25,81.73,319.37,62,54.6,2.38
59.2000000000003,166.44,169.12,162.09,166.23,19.25,81.75,319.29,62,54.6,2.36
59.4000000000003,166.57,169.19,162.29,166.34,19.24,81.75,319.56,62,54.5,2.36
59.6000000000003,166.82,169.25,162.62,166.62,19.24,81.72,319.56,62,54.5,2.36
59.8000000000003,167.09,169.34,162.81,166.86,19.25,81.73,319.4,63,54.7,2.36
60.0000000000003,167.31,169.61,162.97,167.07,19.27,81.75,319.62,63,54.6,2.38
60.2000000000003,167.43,169.76,163.12,167.15,19.24,81.75,319.47,63,54.6,2.38
60.4000000000003,167.54,169.85,163.25,167.2,19.21,81.76,319.26,63,54.6,2.36
60.6000000000003,167.84,170,163.58,167.43,19.22,81.76,319.45,63,54.6,2.36
60.8000000000003,168.09,170.12,163.77,167.65,19.22,81.76,319.5,64,54.7,2.36
61.0000000000003,168.29,170.21,163.94,167.91,19.25,81.72,319.15,64,54.7,2.36
61.2000000000003,168.43,170.28,164.04,168.03,19.25,81.74,319.3,64,54.7,2.36
61.4000000000003,168.6,170.48,164.24,168.13,19.22,81.75,319.46,64,54.5,2.36
61.6000000000003,168.85,170.75,164.55,168.23,19.26,81.75,319.32,65,54.5,2.36
61.8000000000003,169.11,170.91,164.73,168.45,19.25,81.72,319.35,65,54.6,2.36
62.0000000000003,169.3,171.03,164.9,168.76,19.26,81.73,318.93,65,54.6,2.36
62.2000000000003,169.39,171.09,165,168.94,19.25,81.75,319.03,65,54.6,2.36
62.4000000000004,169.65,171.15,165.3,169.03,19.25,81.75,318.85,65,54.6,2.36
62.6000000000004,169.92,171.22,165.51,169.14,19.25,81.76,319.25,66,54.5,2.36
62.8000000000004,170.16,171.41,165.69,169.28,19.25,81.75,319.58,66,54.5,2.36
63.0000000000004,170.3,171.64,165.85,169.59,19.27,81.75,319.43,66,54.5,2.36
63.2000000000004,170.38,171.82,165.97,169.83,19.25,81.75,319.57,66,54.6,2.38
