Temps,T1,T2,T3,T4,T5,Pression,Force,Temps_Magna_Power,Voltage_Magna_Power,Courant_Magna_Power
63.4000000000004,170.63,171.92,166.24,169.95,19.24,81.76,319.67,66,54.6,2.36
63.6000000000004,170.91,172,166.5,170.09,19.23,81.74,319.78,67,54.5,2.36
63.8000000000004,171.12,172.11,166.68,170.21,19.25,81.72,319.74,67,54.5,2.36
64.0000000000004,171.27,172.21,166.8,170.52,19.26,81.74,319.5,67,54.6,2.36
64.2000000000004,171.38,172.3,166.92,170.71,19.24,81.75,319.61,67,54.6,2.38
64.4000000000004,171.6,172.48,167.16,170.87,19.25,81.75,319.42,67,54.6,2.38
64.6000000000004,171.85,172.59,167.37,170.96,19.25,81.75,319.37,67,54.5,2.36
64.8000000000004,172.04,172.79,167.59,171.1,19.25,81.73,318.91,68,54.5,2.36
65.0000000000004,172.22,172.94,167.77,171.4,19.25,81.73,318.34,68,54.7,2.36
65.2000000000004,172.3,173.01,167.88,171.6,19.23,81.75,318.99,68,54.7,2.36
65.4000000000004,172.45,173.02,168.06,171.78,19.21,81.75,318.99,68,54.6,2.36
65.6000000000004,172.76,173.1,168.36,171.93,19.24,81.73,318.99,68,54.6,2.36
65.8000000000004,172.95,173.25,168.56,172.02,19.23,81.73,318.97,69,54.6,2.36
66.0000000000004,173.15,173.46,168.72,172.27,19.23,81.74,318.73,69,54.7,2.36
66.2000000000004,173.26,173.61,168.9,172.5,19.23,81.75,319.05,69,54.7,2.36
66.4000000000004,173.43,173.74,169.1,172.7,19.22,81.75,319.45,69,54.6,2.36
66.6000000000004,173.7,173.83,169.34,172.83,19.21,81.75,319.42,69,54.6,2.36
66.8000000000004,173.93,173.92,169.53,172.92,19.22,81.75,319.3,70,54.5,2.36
67.0000000000004,174.08,174.01,169.65,173.19,19.23,81.75,319.63,70,54.7,2.36
67.2000000000004,174.14,174.06,169.71,173.38,19.19,81.74,319.09,70,54.7,2.36
67.4000000000004,174.25,174.16,169.85,173.59,19.23,81.73,318.83,70,54.7,2.36
67.6000000000004,174.5,174.34,170.05,173.77,19.24,81.74,318.81,71,54.7,2.36
67.8000000000004,174.76,174.56,170.33,173.89,19.24,81.75,318.67,71,54.6,2.36
68.0000000000004,174.98,174.76,170.5,174.13,19.24,81.75,318.73,71,54.6,2.36
68.2000000000004,175.1,174.83,170.58,174.32,19.24,81.75,318.81,71,54.7,2.36
68.4000000000004,175.19,174.9,170.69,174.57,19.24,81.74,318.72,71,54.7,2.36
68.6000000000004,175.42,174.95,170.92,174.72,19.22,81.74,318.72,72,54.7,2.36
68.8000000000004,175.65,175.05,171.15,174.81,19.24,81.75,319.11,72,54.7,2.36
69.0000000000004,175.88,175.2,171.36,174.99,19.21,81.75,319.02,72,54.7,2.36
69.2000000000004,176.07,175.47,171.57,175.32,19.25,81.75,319.32,72,54.7,2.36
69.4000000000005,176.22,175.63,171.71,175.6,19.28,81.75,319.63,72,54.7,2.36
69.6000000000005,176.28,175.71,171.72,175.71,19.26,81.75,319.26,73,54.6,2.36
69.8000000000005,176.44,175.81,171.9,175.79,19.26,81.75,319.35,73,54.6,2.35
70.0000000000005,176.67,175.89,172.12,175.89,19.27,81.75,319.52,73,54.6,2.35
70.2000000000005,176.87,175.92,172.3,176.09,19.26,81.75,319.04,73,54.7,2.36
70.4000000000005,177.04,175.98,172.44,176.36,19.22,81.75,319.02,73,54.7,2.36
70.6000000000005,177.1,176.1,172.53,176.58,19.24,81.76,319.23,74,54.7,2.36
70.8000000000005,177.29,176.31,172.69,176.72,19.23,81.76,319.18,74,54.7,2.36
71.0000000000005,177.52,176.45,172.88,176.79,19.23,81.76,318.95,74,54.8,2.36
71.2000000000005,177.73,176.64,173.07,176.94,19.25,81.75,319.12,74,54.9,2.36
71.4000000000005,177.89,176.72,173.26,177.17,19.21,81.75,318.92,74,54.9,2.36
71.6000000000005,177.99,176.8,173.4,177.39,19.22,81.75,318.77,74,54.8,2.36
71.8000000000005,178.17,176.93,173.54,177.59,19.23,81.75,318.36,75,54.8,2.36
72.0000000000005,178.35,176.95,173.6,177.69,19.23,81.75,318.28,75,54.9,2.35
72.2000000000005,178.57,177,173.77,177.74,19.23,81.76,318.33,75,54.9,2.35
72.4000000000005,178.73,177.08,173.96,177.87,19.23,81.76,318.46,75,55,2.35
72.6000000000005,178.87,177.29,174.2,178.05,19.23,81.76,318.39,75,55,2.35
72.8000000000005,179.02,177.53,174.41,178.32,19.26,81.76,318.35,76,54.8,2.35
73.0000000000005,179.05,177.62,174.45,178.5,19.27,81.76,317.93,76,55,2.35
73.2000000000005,179.17,177.69,174.55,178.6,19.25,81.75,318.21,76,55,2.35
73.4000000000005,179.44,177.77,174.67,178.71,19.26,81.75,318.43,76,55,2.35
73.6000000000005,179.64,177.83,174.93,178.86,19.24,81.76,318.74,77,55,2.35
73.8000000000005,179.86,178.02,175.17,179.13,19.27,81.75,318.79,77,54.9,2.35
74.0000000000005,179.91,178.04,175.3,179.36,19.24,81.75,318.64,77,54.9,2.35
74.2000000000005,179.95,178.07,175.36,179.45,19.2,81.76,318.51,77,54.9,2.35
74.4000000000005,180.12,178.28,175.41,179.56,19.22,81.76,318.64,77,55,2.35
74.6000000000005,180.34,178.42,175.52,179.65,19.24,81.76,318.88,78,55,2.35
74.8000000000005,180.63,178.6,175.75,179.86,19.26,81.76,319.21,78,54.9,2.35
75.0000000000005,180.78,178.67,175.95,180.03,19.25,81.76,318.5,78,54.9,2.35
75.2000000000005,180.87,178.74,176.18,180.23,19.25,81.75,318.56,78,55,2.35
75.4000000000005,180.93,178.78,176.28,180.41,19.24,81.76,318.73,78,55,2.35
75.6000000000005,181.07,178.87,176.36,180.53,19.26,81.76,318.75,79,54.9,2.35
75.8000000000005,181.35,179.06,176.55,180.67,19.26,81.76,319.11,79,54.9,2.35
76.0000000000005,181.53,179.13,176.69,180.68,19.24,81.76,318.94,79,54.9,2.35
76.2000000000005,181.69,179.26,176.87,180.83,19.23,81.76,318.71,79,55,2.35
76.4000000000006,181.8,179.46,177.09,181.1,19.24,81.76,318.62,79,55,2.35
76.6000000000006,181.85,179.59,177.2,181.33,19.25,81.76,318.68,80,54.9,2.35
76.8000000000006,182.04,179.73,177.4,181.53,19.28,81.76,318.75,80,54.9,2.35
77.0000000000006,182.13,179.76,177.4,181.59,19.24,81.76,318.64,80,54.9,2.35
77.2000000000006,182.44,179.77,177.55,181.63,19.22,81.76,318.7,80,55.1,2.35
77.4000000000006,182.6,179.86,177.63,181.8,19.24,81.75,318.59,80,55.1,2.35
77.6000000000006,182.72,179.95,177.91,182.05,19.24,81.76,318.59,80,55,2.35
77.8000000000006,182.89,180.17,178.15,182.31,19.28,81.75,318.12,81,55,2.35
78.0000000000006,182.92,180.36,178.2,182.41,19.26,81.76,318.55,81,55,2.35
78.2000000000006,183,180.48,178.28,182.51,19.23,81.76,318.23,81,55,2.35
78.4000000000006,183.21,180.57,178.34,182.57,19.25,81.76,318.36,82,55.1,2.35
78.6000000000006,183.42,180.65,178.39,182.76,19.25,81.76,318.22,82,55,2.35
78.8000000000006,183.67,180.81,178.63,183.02,19.25,81.76,318.39,82,55,2.35
79.0000000000006,183.73,180.81,178.8,183.22,19.25,81.76,318.93,82,55,2.35
79.2000000000006,183.78,180.86,178.98,183.36,19.24,81.76,318.8,82,55,2.35
79.4000000000006,183.86,181,179.12,183.45,19.23,81.76,318.69,83,55.1,2.35
79.6000000000006,183.99,181.13,179.2,183.48,19.25,81.76,318.3,83,55.1,2.35
79.8000000000006,184.22,181.32,179.33,183.68,19.25,81.76,318.04,83,55.1,2.35
80.0000000000006,184.39,181.47,179.33,183.83,19.26,81.76,318.22,83,55,2.35
80.2000000000006,184.53,181.55,179.52,184.04,19.25,81.76,318.37,83,55,2.35
80.4000000000006,184.63,181.6,179.63,184.2,19.24,81.76,318.12,83,55.1,2.35
80.6000000000006,184.73,181.66,179.83,184.34,19.24,81.76,318.47,84,55.1,2.35
80.8000000000006,184.91,181.82,180.05,184.53,19.26,81.75,318.82,84,55,2.35
81.0000000000006,185,181.91,180.12,184.53,19.26,81.75,318.5,84,55,2.35
81.2000000000006,185.16,181.99,180.18,184.66,19.24,81.76,318.33,84,55.1,2.35
81.4000000000006,185.36,182.12,180.28,184.85,19.24,81.76,318.11,84,55.1,2.35
81.6000000000006,185.49,182.26,180.36,185.06,19.24,81.76,318.44,85,55.1,2.35
81.8000000000006,185.62,182.46,180.6,185.3,19.26,81.76,319.02,85,55,2.35
82.0000000000006,185.67,182.55,180.74,185.35,19.25,81.76,319.02,85,55,2.35
82.2000000000006,185.7,182.61,180.95,185.41,19.24,81.76,318.62,85,55.1,2.35
82.4000000000006,185.8,182.64,181.07,185.52,19.25,81.76,318.71,85,55.1,2.35
82.6000000000006,185.96,182.72,181.14,185.67,19.24,81.76,318.65,86,55.1,2.35
82.8000000000006,186.24,182.91,181.28,185.9,19.25,81.76,318.32,86,55.1,2.33
83.0000000000006,186.38,183.03,181.3,186.11,19.23,81.76,318.6,86,55.1,2.33
83.2000000000006,186.49,183.18,181.46,186.22,19.24,81.76,318.56,86,55.1,2.35
83.4000000000006,186.55,183.32,181.63,186.3,19.24,81.76,318.73,86,55.1,2.35
83.6000000000007,186.63,183.43,181.84,186.37,19.23,81.76,318.61,87,55.2,2.33
83.8000000000007,186.8,183.53,182.04,186.54,19.25,81.76,318.64,87,55.2,2.33
84.0000000000007,186.87,183.56,182.09,186.7,19.24,81.76,318.78,87,55,2.33
84.2000000000007,186.97,183.61,182.14,186.86,19.23,81.76,318.61,87,55.1,2.35
84.4000000000007,187.13,183.68,182.19,187.02,19.25,81.76,318.95,88,55.1,2.35
84.6000000000007,187.3,183.73,182.32,187.17,19.25,81.76,319.07,88,55.2,2.35
84.8000000000007,187.43,183.91,182.54,187.3,19.26,81.76,319.01,88,55.2,2.35
85.0000000000007,187.52,184.03,182.65,187.37,19.25,81.76,319.04,88,55.1,2.33
85.2000000000007,187.61,184.25,182.83,187.43,19.23,81.76,319.35,88,55.1,2.33
85.4000000000007,187.68,184.36,182.93,187.54,19.22,81.76,319.27,89,55.2,2.33
85.6000000000007,187.76,184.44,183.02,187.71,19.25,81.76,319.19,89,55.2,2.33
85.8000000000007,188,184.54,183.17,187.99,19.27,81.76,319.02,89,55.1,2.33
86.0000000000007,188.04,184.54,183.21,188.08,19.26,81.76,319.01,89,55.1,2.33
86.2000000000007,188.22,184.61,183.33,188.19,19.24,81.76,319.25,89,55.1,2.33
86.4000000000007,188.35,184.73,183.48,188.27,19.25,81.75,319.31,89,55.2,2.35
86.6000000000007,188.42,184.83,183.68,188.37,19.25,81.76,319.29,90,55.2,2.33
86.8000000000007,188.55,185.02,183.87,188.55,19.27,81.76,319.01,90,55.2,2.33
87.0000000000007,188.55,185.14,183.91,188.65,19.27,81.76,319.41,90,55.2,2.33
87.2000000000007,188.61,185.25,184,188.76,19.25,81.76,318.99,90,55.1,2.33
87.4000000000007,188.75,185.35,184.04,188.97,19.26,81.76,319.09,90,55.2,2.35
87.6000000000007,188.86,185.44,184.15,189.11,19.24,81.76,319.06,91,55.2,2.35
87.8000000000007,189.09,185.53,184.36,189.23,19.26,81.76,319.2,91,55.1,2.33
88.0000000000007,189.25,185.56,184.5,189.25,19.25,81.75,319.37,91,55.1,2.33
88.2000000000007,189.38,185.62,184.67,189.35,19.24,81.76,319.2,91,55.1,2.33
88.4000000000007,189.43,185.77,184.84,189.46,19.25,81.75,319.01,91,55.1,2.33
88.6000000000007,189.53,185.92,184.92,189.63,19.21,81.75,319.29,92,55.2,2.33
88.8000000000007,189.64,186.09,185.04,189.86,19.24,81.75,318.7,92,55,2.33
89.0000000000007,189.65,186.24,185.05,189.99,19.25,81.76,319.3,92,55,2.33
89.2000000000007,189.77,186.32,185.14,190.04,19.25,81.76,319.27,92,55.1,2.33
89.4000000000007,189.94,186.39,185.25,190.13,19.25,81.75,319.07,92,55.1,2.33
89.6000000000007,190.09,186.41,185.4,190.18,19.24,81.76,319.22,93,55.1,2.33
89.8000000000007,190.22,186.52,185.62,190.29,19.27,81.75,319.1,93,55.1,2.35
90.0000000000007,190.31,186.57,185.73,190.38,19.24,81.75,319.2,93,55.1,2.35
90.2000000000007,190.37,186.66,185.83,190.55,19.23,81.76,319.18,93,55.1,2.33
90.4000000000007,190.45,186.81,185.92,190.73,19.24,81.76,319.31,94,55.1,2.33
90.6000000000008,190.49,186.96,185.97,190.87,19.25,81.76,319.6,94,55.1,2.35
90.8000000000008,190.66,187.1,186.04,191.01,19.24,81.76,319.26,94,55.1,2.35
91.0000000000008,190.71,187.24,186.09,191.09,19.26,81.76,319.32,94,55.1,2.35
91.2000000000008,190.83,187.26,186.19,191.13,19.22,81.76,319.53,94,55.1,2.33
91.4000000000008,191.01,187.34,186.38,191.16,19.21,81.76,319.66,95,55.1,2.33
91.6000000000008,191.17,187.4,186.57,191.23,19.23,81.76,319.41,95,55,2.35
91.8000000000008,191.3,187.5,186.72,191.38,19.26,81.76,319.38,95,55,2.35
92.0000000000008,191.36,187.56,186.81,191.53,19.24,81.75,319.42,95,55,2.33
92.2000000000008,191.42,187.62,186.87,191.69,19.24,81.76,319.81,95,55,2.33
92.4000000000008,191.49,187.73,186.93,191.83,19.24,81.76,319.79,96,55,2.33
92.6000000000008,191.6,187.91,186.97,191.94,19.24,81.76,319.69,96,55,2.35
92.8000000000008,191.68,188.12,187.09,192.05,19.26,81.75,320.06,96,55.1,2.35
93.0000000000008,191.77,188.22,187.22,192.1,19.25,81.75,319.73,96,55,2.33
93.2000000000008,191.89,188.26,187.37,192.15,19.26,81.75,319.85,96,55,2.33
93.4000000000008,192.05,188.32,187.55,192.23,19.26,81.76,319.59,96,55.1,2.35
93.6000000000008,192.22,188.37,187.66,192.37,19.24,81.76,319.38,97,55.1,2.35
93.8000000000008,192.32,188.47,187.78,192.5,19.27,81.76,319.35,97,55.1,2.35
94.0000000000008,192.37,188.54,187.84,192.63,19.25,81.76,319.26,97,55.1,2.35
94.2000000000008,192.4,188.65,187.87,192.73,19.24,81.76,319.44,97,55,2.35
94.4000000000008,192.46,188.73,187.95,192.84,19.25,81.75,319.1,97,55.1,2.35
94.6000000000008,192.54,188.86,188,192.95,19.25,81.76,319.08,98,55.1,2.35
94.8000000000008,192.73,189.07,188.15,193.06,19.26,81.76,319.19,98,55.1,2.35
95.0000000000008,192.77,189.19,188.27,193.08,19.26,81.76,319.52,98,55.1,2.35
95.2000000000008,192.9,189.24,188.38,193.08,19.25,81.76,319.5,99,55,2.33
95.4000000000008,193.07,189.29,188.54,193.15,19.24,81.76,319.17,99,55,2.35
95.6000000000008,193.17,189.34,188.65,193.35,19.25,81.76,319.16,99,55.1,2.35
95.8000000000008,193.28,189.41,188.77,193.5,19.28,81.76,319.49,99,55,2.33
96.0000000000008,193.33,189.45,188.82,193.65,19.26,81.76,319.88,99,55,2.33
96.2000000000008,193.38,189.57,188.86,193.78,19.26,81.76,319.95,99,55,2.33
96.4000000000008,193.42,189.69,188.91,193.87,19.25,81.76,319.38,100,55,2.33
96.6000000000008,193.42,189.82,188.98,193.95,19.25,81.76,319.6,100,55,2.33
96.8000000000008,193.58,189.97,189.08,194,19.27,81.76,320.11,100,55,2.35
97.0000000000008,193.64,190.1,189.22,194.04,19.23,81.76,319.79,100,55,2.35
97.2000000000008,193.79,190.17,189.39,194.09,19.24,81.76,320.06,100,54.9,2.35
97.4000000000008,193.96,190.23,189.47,194.14,19.22,81.76,319.98,101,54.9,2.35
97.6000000000009,194.07,190.29,189.61,194.31,19.25,81.76,319.83,101,55,2.35
97.8000000000008,194.16,190.4,189.71,194.49,19.26,81.76,319.53,101,55,2.35
98.0000000000009,194.24,190.43,189.76,194.57,19.25,81.76,319.75,101,54.9,2.35
98.2000000000009,194.28,190.53,189.8,194.68,19.26,81.76,319.7,101,54.9,2.35
98.4000000000009,194.28,190.69,189.86,194.79,19.25,81.76,319.78,102,54.8,2.35
98.6000000000009,194.32,190.81,189.93,194.88,19.23,81.76,320,102,54.8,2.35
98.8000000000009,194.42,190.98,190.04,194.99,19.24,81.76,319.76,102,54.9,2.35
99.0000000000009,194.42,191.06,190.1,195.01,19.22,81.76,319.69,102,55,2.35
99.2000000000009,194.53,191.15,190.24,195.04,19.21,81.76,319.57,102,55,2.35
99.4000000000009,194.66,191.21,190.38,195.04,19.24,81.76,319.71,102,54.9,2.35
99.6000000000009,194.8,191.23,190.55,195.21,19.22,81.76,319.96,103,54.9,2.35
99.8000000000009,194.94,191.31,190.66,195.25,19.24,81.76,320.13,103,54.9,2.35
100.000000000001,195.08,191.37,190.72,195.43,19.23,81.76,319.78,103,54.9,2.35
100.200000000001,195.17,191.37,190.75,195.58,19.23,81.76,319.34,103,54.9,2.35
100.400000000001,195.19,191.51,190.77,195.67,19.22,81.76,319.37,103,54.8,2.35
100.600000000001,195.27,191.61,190.84,195.8,19.23,81.76,319.08,104,54.8,2.35
100.800000000001,195.3,191.84,190.98,195.85,19.23,81.76,319.46,104,54.8,2.35
101.000000000001,195.32,191.95,191.12,195.91,19.24,81.76,319.67,104,54.8,2.35
101.200000000001,195.34,192.05,191.22,195.93,19.24,81.76,319.19,105,54.7,2.35
101.400000000001,195.43,192.12,191.39,195.96,19.25,81.76,319.4,105,54.7,2.35
101.600000000001,195.56,192.22,191.52,196.07,19.26,81.76,319.45,105,54.7,2.35
101.800000000001,195.66,192.24,191.6,196.11,19.25,81.76,319.54,105,54.8,2.35
102.000000000001,195.81,192.28,191.67,196.15,19.25,81.76,319.57,105,54.8,2.35
102.200000000001,195.97,192.31,191.7,196.31,19.25,81.76,319.35,105,54.6,2.35
102.400000000001,196.02,192.36,191.72,196.49,19.25,81.76,319.65,106,54.6,2.35
102.600000000001,196.13,192.55,191.81,196.6,19.25,81.76,319.46,106,54.7,2.35
102.800000000001,196.16,192.68,191.87,196.71,19.24,81.76,319.15,106,54.7,2.35
103.000000000001,196.2,192.78,192,196.79,19.24,81.76,319.52,106,54.8,2.35
103.200000000001,196.23,192.92,192.1,196.84,19.25,81.76,319.42,106,54.7,2.35
103.400000000001,196.26,193.01,192.21,196.87,19.23,81.76,319.75,107,54.7,2.35
103.600000000001,196.38,193.1,192.44,196.97,19.27,81.76,319.74,107,54.7,2.35
103.800000000001,196.39,193.12,192.49,196.97,19.26,81.76,319.51,107,54.7,2.35
104.000000000001,196.46,193.14,192.58,197.01,19.25,81.76,319.6,107,54.7,2.35
104.200000000001,196.54,193.2,192.63,197.13,19.23,81.76,319.58,107,54.7,2.35
104.400000000001,196.63,193.25,192.66,197.23,19.24,81.76,319.7,108,54.5,2.35
104.600000000001,196.77,193.3,192.77,197.43,19.26,81.75,319.76,108,54.7,2.35
104.800000000001,196.85,193.39,192.78,197.54,19.23,81.75,319.65,108,54.7,2.35
105.000000000001,196.96,193.52,192.89,197.63,19.25,81.76,319.74,108,54.6,2.36
105.200000000001,197.03,193.67,192.97,197.72,19.23,81.76,319.57,108,54.6,2.36
105.400000000001,197.1,193.79,193.1,197.79,19.23,81.76,319.73,109,54.4,2.36
105.600000000001,197.2,193.94,193.3,197.84,19.23,81.76,319.77,109,54.4,2.35
105.800000000001,197.18,194,193.43,197.87,19.23,81.75,319.68,109,54.5,2.35
106.000000000001,197.2,194.06,193.51,197.88,19.22,81.75,319.91,109,54.6,2.36
106.200000000001,197.22,194.08,193.56,197.97,19.22,81.76,319.68,109,54.6,2.36
106.400000000001,197.25,194.12,193.59,198.07,19.23,81.76,319.28,109,54.4,2.35
106.600000000001,197.37,194.22,193.68,198.21,19.25,81.76,318.98,110,54.4,2.35
106.800000000001,197.36,194.25,193.68,198.29,19.26,81.75,319.49,110,54.4,2.36
107.000000000001,197.42,194.33,193.71,198.38,19.24,81.75,319.39,110,54.4,2.36
107.200000000001,197.54,194.46,193.76,198.54,19.25,81.75,319.57,111,54.4,2.36
107.400000000001,197.6,194.62,193.92,198.63,19.24,81.75,319.53,111,54.4,2.36
107.600000000001,197.72,194.74,194.05,198.76,19.24,81.75,319.59,111,54.4,2.36
107.800000000001,197.76,194.82,194.22,198.8,19.24,81.76,319.58,111,54.4,2.36
108.000000000001,197.87,194.92,194.31,198.82,19.24,81.76,319.55,111,54.4,2.36
108.200000000001,197.94,195.01,194.41,198.85,19.25,81.75,319.52,112,54.3,2.36
108.400000000001,198.01,195.04,194.46,198.86,19.25,81.75,319.45,112,54.3,2.36
108.600000000001,198.06,195.12,194.55,198.98,19.25,81.76,320.02,112,54.3,2.36
108.800000000001,198.09,195.14,194.58,199.08,19.24,81.76,319.82,112,54.3,2.36
109.000000000001,198.13,195.19,194.59,199.13,19.23,81.76,319.75,112,54.3,2.36
109.200000000001,198.12,195.22,194.61,199.21,19.23,81.75,319.95,112,54.3,2.36
109.400000000001,198.16,195.36,194.63,199.37,19.22,81.75,319.74,113,54.3,2.36
109.600000000001,198.27,195.58,194.72,199.55,19.23,81.75,319.25,113,54.1,2.36
109.800000000001,198.27,195.67,194.72,199.6,19.2,81.75,319.47,113,54.1,2.38
110.000000000001,198.27,195.77,194.86,199.7,19.21,81.75,319.55,113,54.2,2.38
110.200000000001,198.33,195.88,194.95,199.74,19.24,81.75,319.75,113,54.2,2.38
110.400000000001,198.38,195.96,195.06,199.76,19.22,81.75,319.51,114,54.2,2.38
110.600000000001,198.58,196.07,195.22,199.82,19.25,81.75,319.64,114,54.2,2.36
110.800000000001,198.64,196.09,195.29,199.87,19.24,81.75,319.65,114,54.2,2.36
111.000000000001,198.7,196.12,195.38,199.91,19.23,81.75,319.45,114,54.2,2.36
111.200000000001,198.76,196.15,195.46,199.99,19.23,81.75,319.36,114,54.2,2.38
111.400000000001,198.82,196.22,195.5,200.06,19.23,81.76,319.35,115,54.2,2.38
111.600000000001,198.97,196.46,195.58,200.28,19.25,81.75,319.02,115,54.2,2.38
111.800000000001,198.98,196.51,195.55,200.38,19.23,81.76,319.46,115,54.1,2.38
112.000000000001,199,196.63,195.58,200.48,19.23,81.75,319.42,115,54.1,2.38
112.200000000001,199.05,196.72,195.63,200.55,19.24,81.75,319.31,116,54.1,2.38
112.400000000001,199.04,196.83,195.71,200.62,19.22,81.75,319.48,116,54,2.38
112.600000000001,199.16,196.93,195.91,200.71,19.26,81.75,319.43,116,54,2.38
112.800000000001,199.14,196.99,195.94,200.72,19.26,81.75,319.39,116,54,2.38
113.000000000001,199.13,197.03,195.98,200.75,19.22,81.76,319.41,116,54,2.38
113.200000000001,199.12,197.07,196.13,200.75,19.23,81.76,319.52,117,54,2.38
113.400000000001,199.17,197.11,196.26,200.79,19.25,81.75,319.64,117,53.9,2.38
113.600000000001,199.27,197.27,196.36,200.94,19.22,81.75,319.29,117,53.9,2.38
113.800000000001,199.28,197.35,196.41,200.96,19.22,81.75,319.48,117,53.8,2.38
114.000000000001,199.24,197.47,196.46,201.11,19.21,81.75,319.64,117,53.8,2.38
114.200000000001,199.27,197.54,196.48,201.22,19.23,81.75,319.61,118,53.9,2.38
114.400000000001,199.35,197.64,196.51,201.3,19.23,81.75,319.32,118,53.9,2.38
114.600000000001,199.41,197.82,196.6,201.46,19.24,81.75,319.12,118,53.8,2.38
114.800000000001,199.42,197.88,196.6,201.56,19.25,81.75,319.55,118,53.6,2.38
115.000000000001,199.5,197.93,196.62,201.58,19.24,81.76,319.68,118,53.6,2.38
115.200000000001,199.54,197.95,196.69,201.62,19.25,81.75,319.97,118,53.7,2.38
115.400000000001,199.5,198.01,196.77,201.66,19.23,81.75,319.75,119,53.7,2.38
115.600000000001,199.61,198.09,196.89,201.77,19.22,81.75,319.42,119,53.5,2.38
115.800000000001,199.61,198.15,196.98,201.73,19.21,81.75,319.55,119,53.5,2.38
116.000000000001,199.63,198.21,197.1,201.75,19.23,81.75,319.8,119,53.5,2.38
116.200000000001,199.66,198.32,197.14,201.8,19.22,81.75,319.78,119,53.6,2.4
116.400000000001,199.66,198.45,197.22,201.86,19.21,81.76,319.99,120,53.6,2.4
116.600000000001,199.74,198.68,197.37,201.97,19.25,81.76,320.11,120,53.4,2.4
116.800000000001,199.75,198.73,197.38,202.05,19.24,81.76,319.32,120,53.4,2.4
117.000000000001,199.79,198.8,197.42,202.14,19.25,81.75,319.78,120,53.4,2.4
117.200000000001,199.81,198.84,197.45,202.22,19.25,81.75,319.5,120,53.4,2.4
117.400000000001,199.81,198.9,197.46,202.39,19.24,81.75,319.92,121,53.4,2.4
117.600000000001,199.86,198.98,197.54,202.51,19.26,81.75,319.9,121,53.2,2.4
117.800000000001,199.89,198.97,197.54,202.55,19.24,81.75,319.75,121,53.2,2.4
118.000000000001,199.9,199.02,197.55,202.58,19.25,81.75,319.62,121,53.3,2.4
118.200000000001,199.91,199.09,197.65,202.61,19.26,81.75,319.55,122,53.3,2.4
118.400000000001,199.9,199.15,197.66,202.63,19.25,81.75,319.68,122,53.2,2.4
118.600000000001,199.93,199.36,197.83,202.7,19.26,81.75,320.05,122,53.2,2.4
118.800000000001,199.96,199.42,197.87,202.68,19.25,81.75,320.08,122,53,2.4
119.000000000001,199.9,199.56,197.95,202.67,19.26,81.75,318.63,122,53,2.16
119.200000000001,199.81,199.65,197.88,202.22,19.24,81.75,316.96,123,37.1,2.16
119.400000000001,199.67,199.71,197.84,201.67,19.25,81.75,316,123,37.1,0.46
