Temps,T1,T2,T3,T4,T5,Pression,Force,Temps_Magna_Power,Voltage_Magna_Power,Courant_Magna_Power
0,24.15,24.39,24.07,24.37,18.51,82.43,322.67,2,19.1,0.39
0.2,24.05,24.37,24.02,24.35,18.47,82.43,323.46,2,19.1,0.39
0.4,23.99,24.32,24.01,24.33,18.43,82.43,324.25,2,51.1,0.99
0.6,23.98,24.29,23.99,24.35,18.45,82.43,324.62,3,51.1,1.7
0.8,24.1,24.32,24.02,24.35,18.43,82.43,325.38,3,68.4,1.7
1,24.24,24.35,24.09,24.37,18.44,82.43,326.02,3,68.4,1.81
1.2,24.4,24.39,24.2,24.46,18.43,82.43,326.11,4,59.5,1.81
1.4,24.55,24.42,24.44,24.73,18.43,82.43,326.78,4,58.3,1.59
1.6,24.7,24.56,24.71,25.03,18.43,82.43,327.73,4,58.3,1.59
1.8,25.11,24.95,24.84,25.3,18.43,82.43,328.51,4,54.7,1.65
2,25.48,25.23,25.12,25.79,18.44,82.43,329.12,4,54.7,1.69
2.2,25.97,25.75,25.53,26.14,18.42,82.43,329.39,5,53.6,1.69
2.4,26.38,26.24,25.81,26.64,18.42,82.43,330.14,5,53.6,1.74
2.6,26.99,26.81,26.3,27,18.43,82.43,330.87,5,52.2,1.74
2.8,27.5,27.53,26.66,27.56,18.43,82.43,330.92,5,51.6,1.76
3,28.13,28.26,27.1,28.01,18.41,82.43,330.94,5,51.6,1.76
3.2,28.79,29.05,27.52,28.62,18.42,82.43,331.41,5,51.2,1.78
3.4,29.45,29.85,28.07,29.12,18.45,82.43,332.24,6,51.2,1.78
3.6,30.12,30.63,28.51,29.66,18.45,82.43,332.77,6,50.9,1.81
3.8,30.82,31.43,29.08,30.29,18.43,82.43,333.12,6,50.9,1.81
4,31.55,32.23,29.5,30.84,18.44,82.43,333.98,6,50.8,1.81
4.2,32.24,32.98,30.13,31.48,18.48,82.43,334.7,6,50.8,1.83
4.4,32.95,33.73,30.6,32.1,18.5,82.43,334.78,7,50.8,1.83
4.6,33.74,34.48,31.17,32.67,18.45,82.43,335.26,7,50.6,1.83
4.8,34.48,35.25,31.77,33.36,18.42,82.43,335.95,7,50.6,1.83
5,35.21,36.03,32.29,33.95,18.4,82.43,336.24,7,50.5,1.83
5.2,35.99,36.76,32.87,34.55,18.4,82.43,336.63,7,50.5,1.83
5.4,36.69,37.63,33.38,35.26,18.41,82.43,337.11,8,50.6,1.83
5.6,37.53,38.5,34.01,35.87,18.41,82.43,337.47,8,50.5,1.83
5.8,38.31,39.26,34.57,36.49,18.45,82.43,338.18,8,50.5,1.83
6,39.06,40.1,35.11,37.22,18.41,82.43,339.14,8,50.3,1.83
6.2,39.81,40.97,35.73,37.85,18.41,82.43,339.34,8,50.3,1.83
6.4,40.56,41.88,36.26,38.54,18.4,82.43,339.37,9,50.5,1.83
6.6,41.31,42.75,36.86,39.21,18.41,82.43,339.92,9,50.5,1.83
6.8,42.04,43.74,37.42,39.93,18.41,82.43,340.34,9,50.4,1.83
7,42.76,44.68,37.97,40.57,18.39,82.43,340.7,9,50.4,1.83
7.2,43.48,45.65,38.61,41.22,18.43,82.43,341.36,10,50.4,1.83
7.4,44.21,46.58,39.15,41.94,18.43,82.43,341.73,10,50.6,1.83
7.6,44.91,47.51,39.79,42.57,18.45,82.43,341.82,10,50.6,1.83
7.8,45.63,48.45,40.34,43.21,18.43,82.43,342.4,10,50.4,1.83
8,46.32,49.37,40.85,43.93,18.39,82.43,342.82,10,50.4,1.83
8.2,47.05,50.33,41.44,44.56,18.39,82.43,343.26,11,50.3,1.83
8.4,47.74,51.34,41.93,45.13,18.41,82.43,343.86,11,50.3,1.83
8.6,48.41,52.33,42.55,45.84,18.45,82.43,344.04,11,50.3,1.83
8.8,49.08,53.32,43,46.47,18.44,82.43,344.36,11,50.1,1.83
9,49.75,54.24,43.6,47.11,18.43,82.43,344.71,11,50.1,1.83
9.2,50.41,55.26,44.13,47.75,18.4,82.43,345.16,11,50.2,1.83
9.4,51.07,56.25,44.66,48.39,18.45,82.44,345.27,12,50.2,1.85
9.6,51.76,57.26,45.2,48.97,18.45,82.44,345.65,12,50.2,1.85
9.8,52.35,58.29,45.74,49.66,18.44,82.44,346.51,12,50.2,1.85
10,52.99,59.34,46.37,50.26,18.43,82.44,346.52,12,49.9,1.85
10.2,53.7,60.43,46.83,50.9,18.41,82.44,346.49,12,50.1,1.85
10.4,54.31,61.46,47.42,51.59,18.43,82.44,347.07,13,50.1,1.85
10.6,54.95,62.45,47.85,52.2,18.42,82.44,347.56,13,50.1,1.85
10.8,55.6,63.51,48.45,52.79,18.38,82.44,347.98,13,50.1,1.83
11,56.16,64.55,48.92,53.44,18.39,82.45,348.74,13,50.1,1.83
11.2,56.75,65.53,49.45,53.98,18.41,82.44,349.26,13,50.1,1.83
11.4,57.38,66.52,50.01,54.65,18.42,82.43,349.24,14,50.1,1.83
11.6,57.91,67.47,50.48,55.29,18.41,82.43,349.53,14,50.2,1.85
11.8,58.53,68.45,51.05,55.86,18.41,82.44,349.93,14,50.2,1.85
12,59.11,69.43,51.58,56.47,18.48,82.44,350.26,14,49.9,1.83
12.2,59.7,70.37,52.12,57.17,18.57,82.46,350.54,15,49.9,1.85
12.4,60.33,71.3,52.59,57.69,18.57,82.45,350.77,15,50.1,1.85
12.6,60.86,72.2,53.13,58.35,18.6,82.47,350.98,15,50.1,1.85
12.8,61.45,73.01,53.54,58.92,18.63,82.48,351.8,15,49.9,1.85
13,62.02,73.94,54.1,59.44,18.61,82.47,352.15,15,50,1.85
13.2,62.56,74.82,54.56,60.07,18.59,82.45,352.2,16,50,1.85
13.4,63.18,75.84,55.17,60.74,18.72,82.46,351.53,16,50.1,1.85
13.6,63.64,76.7,55.55,61.29,18.65,82.47,351.93,16,50.1,1.85
13.8,64.23,77.68,56.12,61.77,18.72,82.47,352.25,16,49.9,1.85
14,64.7,78.49,56.5,62.36,18.68,82.45,352.71,16,49.9,1.85
14.2,65.26,79.35,56.95,62.91,18.55,82.46,352.96,17,49.9,1.85
14.4,65.64,80.16,57.28,63.35,18.46,82.48,353,17,50,1.85
14.6,66.2,81.1,57.79,63.94,18.5,82.49,353.6,17,50,1.85
14.8,66.76,82.11,58.33,64.55,18.67,82.49,354.06,17,49.9,1.85
15,67.28,83.04,58.8,65.13,18.62,82.48,353.97,17,49.9,1.85
15.2,67.69,83.87,59.17,65.54,18.57,82.46,354.01,18,50,1.85
15.4,68.23,84.71,59.62,66.09,18.55,82.45,353.66,18,50,1.85
15.6,68.63,85.54,60.06,66.66,18.57,82.46,353.99,18,50.1,1.85
15.8,69.25,86.5,60.55,67.3,18.65,82.45,354.03,18,50.1,1.85
16,69.67,87.3,61,67.76,18.67,82.44,354.65,18,50.1,1.85
16.2,70.15,88.1,61.31,68.17,18.6,82.45,355.04,18,50,1.85
16.4,70.7,89.06,61.94,68.82,18.79,82.45,355.17,19,50,1.85
16.6,71.13,89.82,62.25,69.2,18.64,82.47,355.24,19,50.1,1.85
16.8,71.5,90.64,62.71,69.72,18.69,82.47,355.1,19,50.1,1.83
17,71.87,91.38,63.08,70.16,18.62,82.48,355.24,19,50.1,1.83
17.2,72.29,92.12,63.63,70.73,18.59,82.48,355.48,19,50.2,1.83
17.4,72.7,92.89,64,71.15,18.53,82.45,355.91,20,50.2,1.83
17.6,73.18,93.66,64.45,71.71,18.53,82.45,355.91,20,50.4,1.83
17.8,73.54,94.29,64.91,72.09,18.57,82.45,355.42,20,50.4,1.83
18,73.96,94.89,65.19,72.52,18.49,82.44,355.6,20,50.2,1.83
18.2,74.28,95.57,65.69,72.93,18.46,82.44,355.91,21,50.2,1.83
18.4,74.76,96.12,66,73.33,18.46,82.44,356.17,21,50.2,1.83
18.6,75.17,96.78,66.55,73.82,18.46,82.44,356.33,21,50.2,1.83
18.8,75.62,97.44,67.08,74.3,18.62,82.44,355.83,21,50.3,1.83
19,76.02,97.93,67.46,74.75,18.52,82.45,356.21,21,50.3,1.83
19.2,76.42,98.49,67.94,75.17,18.58,82.44,356.79,22,50.3,1.83
19.4,76.92,99.02,68.38,75.68,18.6,82.43,356.6,22,50.5,1.83
19.6,77.19,99.54,68.73,76,18.5,82.43,356.64,22,50.5,1.83
19.8,77.69,100.09,69.23,76.51,18.65,82.44,356.94,22,50.4,1.83
20,78.14,100.58,69.73,77,18.73,82.44,356.73,22,50.4,1.83
20.2,78.46,101,70.12,77.41,18.67,82.44,356.82,23,50.3,1.83
20.4,78.88,101.47,70.53,77.77,18.62,82.44,357.16,23,50.6,1.81
20.6,79.18,101.84,70.82,78.06,18.65,82.44,356.93,23,50.6,1.81
20.8,79.57,102.31,71.33,78.54,18.65,82.43,356.46,23,50.7,1.81
21,79.94,102.74,71.66,78.85,18.62,82.44,356.63,23,50.7,1.81
21.2,80.21,103.04,72.05,79.26,18.6,82.44,356.44,24,50.6,1.81
21.4,80.62,103.51,72.53,79.65,18.64,82.44,356.34,24,50.6,1.81
21.6,80.98,103.86,72.97,80.04,18.54,82.44,356.56,24,50.7,1.81
21.8,81.35,104.31,73.45,80.52,18.64,82.44,356.3,24,50.8,1.81
22,81.67,104.63,73.7,80.75,18.51,82.44,356.59,24,50.8,1.81
22.2,81.94,104.85,74.12,81.01,18.46,82.44,356.59,24,50.7,1.81
22.4,82.18,105.26,74.51,81.47,18.41,82.44,356.25,25,50.7,1.81
22.6,82.61,105.64,74.85,81.77,18.4,82.44,356.5,25,50.9,1.81
22.7999999999999,82.96,105.92,75.34,82.17,18.44,82.44,356.67,25,50.9,1.81
22.9999999999999,83.2,106.2,75.67,82.56,18.42,82.44,356.4,26,50.9,1.81
23.1999999999999,83.61,106.55,76.18,82.82,18.45,82.44,356.21,26,50.9,1.8
23.3999999999999,83.91,106.79,76.53,83.24,18.47,82.44,356.1,26,50.9,1.8
23.5999999999999,84.27,107.08,77.03,83.57,18.44,82.43,356.25,26,51,1.8
23.7999999999999,84.67,107.53,77.46,83.92,18.54,82.43,356.29,26,51,1.8
23.9999999999999,84.9,107.73,77.77,84.32,18.47,82.43,356.26,27,51,1.8
24.1999999999999,85.21,107.85,78.23,84.58,18.47,82.43,356.3,27,51,1.8
24.3999999999999,85.61,108.15,78.55,84.85,18.43,82.43,355.91,27,51,1.8
24.5999999999999,85.88,108.49,79.01,85.25,18.41,82.43,356.04,27,51.1,1.8
24.7999999999999,86.18,108.73,79.38,85.55,18.47,82.43,355.45,27,51.1,1.8
24.9999999999999,86.56,108.87,79.82,85.79,18.43,82.43,355.33,27,51.2,1.8
25.1999999999999,86.79,109.22,80.23,86.2,18.44,82.44,355.44,28,51.2,1.8
25.3999999999999,87,109.44,80.58,86.48,18.47,82.44,355.48,28,51.2,1.78
25.5999999999999,87.39,109.61,81.06,86.72,18.44,82.44,355.44,28,51.2,1.78
25.7999999999999,87.75,109.87,81.53,87.21,18.55,82.43,355.38,28,51.4,1.78
25.9999999999999,87.91,109.94,81.96,87.46,18.49,82.43,355.16,28,51.5,1.78
26.1999999999999,88.25,110.21,82.24,87.71,18.46,82.43,354.84,29,51.5,1.78
26.3999999999999,88.61,110.44,82.61,88.09,18.43,82.43,354.52,29,51.7,1.78
26.5999999999999,88.79,110.63,83.05,88.35,18.46,82.43,354.35,29,51.7,1.78
26.7999999999999,89.15,110.81,83.39,88.52,18.46,82.43,354.42,29,51.8,1.78
26.9999999999999,89.49,110.92,83.9,88.83,18.47,82.43,353.87,29,51.8,1.76
27.1999999999999,89.69,111.19,84.2,89.2,18.46,82.43,353.62,30,51.7,1.76
27.3999999999999,89.96,111.42,84.69,89.41,18.48,82.43,353.86,30,51.7,1.76
27.5999999999999,90.34,111.57,85.06,89.62,18.41,82.43,353.7,30,51.7,1.76
27.7999999999999,90.63,111.76,85.4,90.01,18.43,82.43,353.67,30,52,1.76
27.9999999999999,90.81,112.04,85.89,90.29,18.45,82.43,353.24,30,52,1.76
28.1999999999999,91.17,112.32,86.17,90.44,18.43,82.43,353.08,31,52,1.76
28.3999999999999,91.48,112.51,86.66,90.72,18.41,82.43,352.84,31,52,1.76
28.5999999999999,91.68,112.65,87,91.07,18.43,82.43,352.9,31,51.9,1.76
28.7999999999999,92.21,113.06,87.54,91.5,18.6,82.43,352.13,31,51.9,1.76
28.9999999999999,92.49,113.31,87.91,91.67,18.59,82.43,352.43,32,51.9,1.76
29.1999999999999,92.62,113.43,88.11,91.84,18.51,82.43,352.19,32,51.9,1.76
29.3999999999999,92.81,113.54,88.51,92.13,18.46,82.43,352.08,32,51.9,1.76
29.5999999999999,93.11,113.62,88.9,92.33,18.41,82.43,351.66,32,52.2,1.76
29.7999999999999,93.42,113.87,89.25,92.56,18.48,82.43,351.07,32,52.2,1.74
29.9999999999999,93.64,114.1,89.67,92.87,18.43,82.43,350.79,33,52.4,1.74
30.1999999999999,93.95,114.29,89.92,93.16,18.46,82.43,350.45,33,52.4,1.74
30.3999999999999,94.27,114.45,90.27,93.32,18.44,82.43,350.44,33,52.2,1.74
30.5999999999999,94.51,114.57,90.7,93.49,18.43,82.43,350.19,33,52.3,1.74
30.7999999999999,94.82,114.81,91.01,93.86,18.47,82.43,349.78,33,52.3,1.74
30.9999999999999,95.16,115.1,91.43,94.1,18.45,82.43,349.85,33,52.3,1.74
31.1999999999999,95.39,115.31,91.78,94.25,18.41,82.43,349.56,34,52.3,1.74
31.3999999999999,95.53,115.44,92.06,94.37,18.4,82.43,349.59,34,52.2,1.74
31.5999999999999,95.82,115.53,92.48,94.63,18.45,82.43,349.51,34,52.2,1.74
31.7999999999999,96.29,115.87,92.95,95.02,18.59,82.43,349.29,34,52.4,1.74
31.9999999999999,96.45,116,93.11,95.18,18.49,82.43,349.38,34,52.3,1.74
32.1999999999999,96.61,116.16,93.49,95.32,18.44,82.43,349.24,35,52.3,1.74
32.3999999999999,96.97,116.32,93.77,95.58,18.46,82.43,348.81,35,52.2,1.74
32.5999999999999,97.26,116.43,94.06,95.88,18.45,82.43,349.22,35,52.2,1.74
32.7999999999999,97.53,116.58,94.52,96.13,18.52,82.43,348.83,35,52.4,1.74
32.9999999999999,97.76,116.7,94.76,96.27,18.51,82.43,348.33,35,52.4,1.74
33.1999999999999,98.08,116.9,95.07,96.43,18.5,82.43,348.52,36,52.6,1.74
33.3999999999999,98.3,117.12,95.47,96.74,18.45,82.43,348.32,36,52.4,1.72
33.5999999999999,98.62,117.3,95.71,96.99,18.47,82.43,348.07,36,52.4,1.72
33.7999999999999,99.03,117.44,96.06,97.2,18.59,82.43,348.19,36,52.5,1.74
33.9999999999999,99.26,117.55,96.48,97.37,18.55,82.43,348.11,36,52.5,1.74
34.1999999999999,99.47,117.71,96.7,97.68,18.57,82.43,348.2,37,52.7,1.74
34.3999999999999,99.9,117.95,96.89,97.96,18.61,82.43,347.81,37,52.7,1.72
34.5999999999999,100.17,118.14,97.29,98.08,18.57,82.43,347.14,37,52.6,1.72
34.8,100.43,118.31,97.64,98.26,18.61,82.43,346.81,37,52.8,1.72
35,100.69,118.34,97.79,98.47,18.58,82.43,346.68,38,52.8,1.72
35.2,101.03,118.4,98.06,98.78,18.63,82.43,346.76,38,52.8,1.72
35.4,101.25,118.5,98.42,98.99,18.57,82.43,346.52,38,52.8,1.72
35.6,101.46,118.61,98.64,99.11,18.56,82.43,346.69,38,52.8,1.72
35.8,101.85,118.82,98.97,99.33,18.67,82.43,346.28,38,52.8,1.72
36,102.1,119.06,99.26,99.5,18.64,82.43,345.66,39,53.2,1.72
36.2,102.24,119.2,99.49,99.7,18.55,82.43,345.03,39,53.2,1.72
36.4,102.49,119.28,99.64,99.9,18.51,82.43,344.85,39,53.2,1.72
36.6,102.84,119.33,99.79,100.01,18.45,82.43,344.54,39,53.2,1.7
36.8,103.13,119.43,100.12,100.11,18.47,82.43,343.78,39,53.2,1.7
37,103.32,119.46,100.39,100.24,18.45,82.43,343.52,39,53.2,1.72
37.2,103.7,119.58,100.56,100.47,18.42,82.43,343.13,40,53.2,1.72
37.4,103.98,119.77,100.74,100.75,18.42,82.43,343.09,40,53.1,1.72
37.6,104.24,119.94,101.06,100.91,18.41,82.43,342.65,40,53.1,1.7
37.8,104.56,120.13,101.4,101.04,18.47,82.43,342.87,40,53.1,1.7
38,104.89,120.23,101.53,101.17,18.45,82.43,342.05,40,53.3,1.72
38.2,105.07,120.31,101.68,101.29,18.44,82.43,342.03,41,53.3,1.72
38.4,105.35,120.41,101.95,101.62,18.44,82.43,341.7,41,53.2,1.7
38.6,105.72,120.51,102.29,101.84,18.48,82.43,341.52,41,53.2,1.7
38.8,106.08,120.76,102.54,102.03,18.56,82.43,342.1,41,53,1.7
39,106.29,120.85,102.6,102.05,18.49,82.43,341.47,41,53,1.72
39.2,106.62,120.97,102.77,102.2,18.46,82.43,341.26,42,53.3,1.72
39.4,106.89,121.12,103.07,102.39,18.45,82.43,341.16,42,53.1,1.7
39.6,107.28,121.29,103.36,102.74,18.6,82.43,341.13,42,53.1,1.7
39.8,107.68,121.38,103.51,102.92,18.6,82.43,340.59,42,53.3,1.7
40,107.91,121.57,103.73,103.02,18.58,82.43,340.46,43,53.3,1.7
40.2,108.11,121.7,104.02,103.12,18.58,82.43,340.17,43,53.5,1.7
40.4,108.54,121.9,104.27,103.43,18.52,82.43,339.79,43,53.5,1.7
40.6,108.87,122.05,104.47,103.67,18.6,82.43,339.42,43,53.3,1.7
40.8,109.14,122.11,104.57,103.81,18.56,82.43,339.35,43,53.4,1.7
41,109.41,122.12,104.64,103.86,18.47,82.43,339.16,44,53.4,1.7
41.2,109.69,122.12,104.81,103.89,18.42,82.43,338.9,44,53.4,1.7
41.4000000000001,109.9,122.18,105.1,103.93,18.42,82.43,339.16,44,53.4,1.7
41.6000000000001,110.29,122.31,105.37,104.15,18.5,82.43,337.82,44,53.3,1.7
41.8000000000001,110.61,122.32,105.43,104.4,18.46,82.43,338.27,44,53.3,1.7
42.0000000000001,110.8,122.31,105.55,104.59,18.43,82.43,338.05,45,53.5,1.7
42.2000000000001,111.16,122.36,105.75,104.74,18.41,82.43,338.09,45,53.7,1.7
42.4000000000001,111.53,122.47,106.04,104.82,18.39,82.43,338.16,45,53.7,1.7
42.6000000000001,111.9,122.71,106.27,104.99,18.51,82.43,338.46,45,53.5,1.7
42.8000000000001,112.06,122.71,106.36,105.01,18.47,82.43,337.73,45,53.5,1.7
43.0000000000001,112.42,122.82,106.45,105.23,18.43,82.43,337.34,46,53.6,1.7
43.2000000000001,112.7,122.97,106.68,105.45,18.45,82.43,337.45,46,53.6,1.7
43.4000000000001,112.95,123.01,106.96,105.61,18.42,82.43,337.06,46,53.7,1.7
43.6000000000001,113.36,123.11,107.21,105.78,18.45,82.43,337.33,46,53.5,1.69
43.8000000000001,113.61,123.15,107.3,105.82,18.43,82.43,336.71,46,53.5,1.69
44.0000000000001,113.9,123.17,107.39,105.89,18.41,82.43,336.79,46,53.6,1.7
44.2000000000001,114.3,123.18,107.52,106.01,18.43,82.43,336.25,47,53.6,1.7
44.4000000000001,114.56,123.23,107.74,106.24,18.46,82.43,336.16,47,53.6,1.7
44.6000000000001,114.85,123.36,108.01,106.52,18.5,82.43,336.07,47,53.6,1.7
44.8000000000001,115.2,123.34,108.16,106.66,18.46,82.43,336.1,47,53.4,1.7
45.0000000000001,115.52,123.43,108.25,106.75,18.44,82.43,335.95,47,53.8,1.7
45.2000000000001,115.73,123.55,108.3,106.79,18.46,82.43,335.63,48,53.8,1.7
45.4000000000001,116.13,123.68,108.39,106.92,18.43,82.43,335.69,48,53.5,1.7
45.6000000000001,116.53,123.91,108.77,107.27,18.58,82.43,334.78,48,53.5,1.7
45.8000000000001,116.8,123.97,108.98,107.45,18.57,82.43,334.85,49,53.6,1.7
46.0000000000001,117.11,124.05,109.16,107.58,18.61,82.43,335.19,49,53.6,1.7
46.2000000000001,117.37,124.05,109.22,107.67,18.53,82.43,335,49,53.6,1.7
46.4000000000001,117.61,124.13,109.31,107.74,18.55,82.43,334.33,49,53.6,1.69
46.6000000000001,117.91,124.22,109.46,107.87,18.61,82.43,333.7,49,53.7,1.69
46.8000000000001,118.19,124.19,109.52,107.87,18.5,82.43,333.68,49,53.4,1.69
47.0000000000001,118.44,124.21,109.76,108.04,18.5,82.43,334.13,50,53.4,1.69
47.2000000000001,118.66,124.21,109.97,108.2,18.47,82.43,333.6,50,53.7,1.7
47.4000000000001,119,124.28,110.11,108.43,18.43,82.43,333.81,50,53.7,1.7
47.6000000000001,119.36,124.37,110.24,108.64,18.52,82.43,333.34,50,53.5,1.7
47.8000000000001,119.53,124.4,110.27,108.68,18.46,82.43,333.75,50,53.5,1.7
48.0000000000001,119.86,124.49,110.36,108.75,18.45,82.43,333.49,51,53.6,1.7
48.2000000000001,120.18,124.58,110.57,108.8,18.44,82.43,333.38,51,53.6,1.7
48.4000000000002,120.42,124.72,110.71,109.01,18.45,82.43,333.17,51,53.6,1.7
48.6000000000002,120.65,124.89,110.92,109.25,18.5,82.43,332.86,51,53.5,1.7
48.8000000000002,120.96,124.9,111.05,109.45,18.47,82.43,332.91,51,53.5,1.7
49.0000000000002,121.24,124.99,111.14,109.53,18.42,82.43,333.04,52,53.4,1.7
49.2000000000002,121.42,125.02,111.2,109.61,18.42,82.43,332.93,52,53.4,1.7
49.4000000000002,121.72,125.05,111.29,109.69,18.43,82.43,333.18,52,53.5,1.7
49.6000000000002,122.11,125.15,111.53,109.87,18.46,82.43,332.5,52,53.4,1.7
49.8000000000002,122.31,125.14,111.78,109.92,18.42,82.43,332.11,52,53.4,1.7
50.0000000000002,122.54,125.17,111.99,110.12,18.45,82.43,332.08,52,53.5,1.7
50.2000000000002,122.88,125.2,112.08,110.28,18.45,82.43,332.38,53,53.5,1.7
50.4000000000002,123.14,125.22,112.12,110.45,18.46,82.43,332.48,53,53.3,1.7
50.6000000000002,123.45,125.42,112.29,110.6,18.51,82.43,332.45,53,53.3,1.7
50.8000000000002,123.61,125.43,112.34,110.64,18.46,82.43,332.36,54,53.2,1.7
51.0000000000002,123.98,125.53,112.57,110.69,18.43,82.43,332.19,54,53.1,1.7
51.2000000000002,124.16,125.63,112.75,110.77,18.44,82.43,332.92,54,53.1,1.7
51.4000000000002,124.34,125.7,112.91,110.95,18.4,82.43,332.89,54,53.3,1.7
51.6000000000002,124.73,125.86,113.09,111.25,18.55,82.43,332.95,54,53.3,1.7
51.8000000000002,124.98,125.95,113.11,111.4,18.49,82.43,332.63,55,53.1,1.7
52.0000000000002,125.19,126.02,113.15,111.51,18.44,82.43,332.33,55,53.1,1.7
52.2000000000002,125.34,126.03,113.24,111.55,18.44,82.43,332.35,55,53.1,1.7
52.4000000000002,125.67,126.04,113.42,111.6,18.44,82.43,332.24,55,53.3,1.7
52.6000000000002,126,126.16,113.71,111.86,18.5,82.43,332.18,55,53.3,1.7
52.8000000000002,126.17,126.17,113.86,111.95,18.46,82.43,332.17,55,53.1,1.7
53.0000000000002,126.34,126.24,113.97,112.2,18.47,82.43,331.76,56,53.1,1.7
53.2000000000002,126.68,126.31,114.05,112.33,18.43,82.43,331.39,56,53.2,1.7
53.4000000000002,126.97,126.46,114.09,112.45,18.41,82.43,331.47,56,53.2,1.7
53.6000000000002,127.21,126.59,114.26,112.59,18.47,82.43,331.49,56,53.1,1.7
53.8000000000002,127.36,126.73,114.32,112.63,18.44,82.43,331.46,56,53,1.7
54.0000000000002,127.58,126.82,114.52,112.71,18.48,82.43,331.68,57,53,1.7
54.2000000000002,127.88,126.91,114.74,112.87,18.45,82.43,331.53,57,53.2,1.7
54.4000000000002,128.07,126.97,114.91,113.07,18.43,82.43,331.5,57,53.2,1.7
54.6000000000002,128.27,127.05,115.02,113.3,18.52,82.43,331.25,57,53.2,1.7
54.8000000000002,128.47,127.06,115.05,113.39,18.43,82.43,331.24,57,53.2,1.7
55.0000000000002,128.79,127.07,115.12,113.45,18.44,82.43,331.34,58,53,1.7
55.2000000000002,128.99,127.12,115.33,113.56,18.4,82.43,331.36,58,53,1.7
55.4000000000003,129.2,127.2,115.45,113.63,18.39,82.43,331.05,58,53.2,1.7
55.6000000000003,129.44,127.39,115.68,113.87,18.43,82.43,330.73,58,53,1.7
55.8000000000003,129.75,127.54,115.82,114.03,18.41,82.43,330.74,58,53,1.7
56.0000000000003,129.9,127.6,115.91,114.23,18.41,82.43,330.69,58,53.1,1.7
56.2000000000003,130.06,127.69,115.98,114.34,18.43,82.43,330.4,59,53.1,1.7
56.4000000000003,130.22,127.81,116.07,114.43,18.42,82.43,330.84,59,53.2,1.7
56.6000000000003,130.51,127.96,116.37,114.65,18.56,82.43,331.23,59,53.2,1.7
56.8000000000003,130.75,127.96,116.54,114.64,18.48,82.43,330.93,60,53,1.7
57.0000000000003,130.91,127.97,116.73,114.78,18.43,82.43,330.82,60,53.1,1.72
57.2000000000003,131.1,128.02,116.82,114.92,18.42,82.43,330.55,60,53.1,1.72
57.4000000000003,131.3,128.08,116.9,115.14,18.43,82.43,331.05,60,53.1,1.72
57.6000000000003,131.53,128.24,116.98,115.33,18.49,82.43,331.29,60,53.1,1.7
57.8000000000003,131.77,128.33,117.04,115.4,18.46,82.43,331.06,61,53,1.7
58.0000000000003,131.95,128.41,117.23,115.42,18.44,82.43,330.51,61,53,1.7
58.2000000000003,132.08,128.59,117.43,115.58,18.44,82.43,330.39,61,53.1,1.7
58.4000000000003,132.27,128.73,117.57,115.79,18.43,82.43,330.58,61,53.2,1.7
58.6000000000003,132.58,128.82,117.75,115.95,18.44,82.43,330.13,61,53.2,1.7
58.8000000000003,132.78,128.88,117.83,116.14,18.41,82.43,330.52,61,53.1,1.7
59.0000000000003,132.89,128.93,117.9,116.26,18.45,82.43,330.44,62,53.1,1.7
59.2000000000003,132.95,128.96,117.97,116.35,18.43,82.43,330.1,62,53,1.7
59.4000000000003,133.15,129,118.09,116.38,18.46,82.43,330.24,62,53,1.72
59.6000000000003,133.45,129.11,118.34,116.51,18.48,82.43,330.41,62,53.1,1.72
59.8000000000003,133.71,129.17,118.52,116.72,18.48,82.43,330.58,62,53,1.7
60.0000000000003,133.84,129.26,118.69,116.95,18.42,82.43,330.23,63,53,1.7
60.2000000000003,133.96,129.38,118.8,117.1,18.43,82.43,330.12,63,53.1,1.7
60.4000000000003,134.13,129.58,118.85,117.22,18.43,82.43,329.67,63,53.1,1.7
60.6000000000003,134.38,129.72,119.02,117.32,18.48,82.43,330.04,63,53,1.7
60.8000000000003,134.59,129.76,119.17,117.39,18.43,82.43,329.94,63,53,1.7
61.0000000000003,134.75,129.84,119.37,117.48,18.42,82.43,329.33,64,53,1.7
61.2000000000003,134.85,129.87,119.53,117.63,18.38,82.43,329.61,64,53,1.7
61.4000000000003,134.95,129.9,119.68,117.88,18.45,82.43,329.88,64,53,1.7
61.6000000000003,135.16,129.97,119.76,118.01,18.45,82.43,329.11,64,53.1,1.72
61.8000000000003,135.39,130.05,119.81,118.16,18.41,82.43,329.43,65,53.1,1.72
62.0000000000003,135.62,130.21,119.9,118.25,18.45,82.43,329.41,65,52.9,1.7
62.2000000000003,135.75,130.34,120.13,118.3,18.43,82.43,329.29,65,52.9,1.7
62.4000000000004,135.84,130.46,120.32,118.4,18.46,82.43,329.37,65,53,1.7
62.6000000000004,136,130.57,120.58,118.59,18.45,82.43,329.48,65,53,1.7
62.8000000000004,136.27,130.7,120.68,118.78,18.44,82.43,329.21,66,53.1,1.7
63.0000000000004,136.47,130.79,120.78,118.99,18.46,82.43,329.28,66,53,1.7
63.2000000000004,136.62,130.83,120.84,119.13,18.44,82.43,329.63,66,53,1.7
63.4000000000004,136.73,130.86,120.96,119.2,18.45,82.43,329.49,66,53,1.7
63.6000000000004,136.85,130.95,121.17,119.26,18.44,82.43,329.85,66,53,1.7
