Temps,T1,T2,T3,T4,T5,Pression,Force,Temps_Magna_Power,Voltage_Magna_Power,Courant_Magna_Power
129.800000000001,186.73,171.5,157.63,172.89,19.19,81.76,320.07,133,49.3,2.01
130.000000000001,186.73,171.68,157.74,172.91,19.16,81.76,320.19,133,49.3,2.01
130.200000000001,186.73,171.74,157.86,172.95,19.13,81.76,320.07,134,49.4,2.01
130.400000000001,186.78,171.82,157.88,172.95,19.14,81.76,320.03,134,49.2,2.01
130.600000000001,186.89,171.92,157.99,173.04,19.16,81.76,320.08,134,49.2,2.01
130.800000000001,186.9,171.98,158.03,173.05,19.16,81.76,320.12,134,49.3,2.01
131.000000000001,186.92,171.98,158.07,173.06,19.17,81.76,320.55,134,49.3,2.03
131.200000000001,186.99,172.02,158.08,173.09,19.16,81.76,320.18,135,49.3,2.03
131.400000000001,187.05,172.05,158.08,173.15,19.14,81.76,320.25,135,49.3,2.01
131.600000000001,187.16,172.15,158.17,173.31,19.16,81.76,320.27,135,49.2,2.01
131.800000000001,187.18,172.11,158.17,173.32,19.16,81.76,320.13,135,49.2,2.01
132.000000000001,187.29,172.11,158.18,173.43,19.11,81.76,320.05,135,49.2,2.01
132.200000000001,187.31,172.22,158.19,173.52,19.14,81.76,320.28,135,49.3,2.03
132.400000000001,187.34,172.22,158.2,173.62,19.15,81.76,320.28,136,49.3,2.03
132.600000000001,187.47,172.35,158.3,173.73,19.18,81.76,319.91,136,49,2.01
132.800000000001,187.47,172.41,158.3,173.76,19.17,81.76,320.07,136,49,2.03
133.000000000001,187.52,172.51,158.29,173.81,19.15,81.76,320.33,137,49.2,2.03
133.200000000001,187.55,172.6,158.32,173.84,19.15,81.76,320.54,137,49,2.03
133.400000000001,187.59,172.64,158.43,173.88,19.13,81.76,320.57,137,49,2.03
133.600000000001,187.65,172.82,158.52,173.95,19.16,81.76,321.1,137,49,2.03
133.800000000001,187.61,172.87,158.7,173.93,19.18,81.76,320.37,137,49,2.03
134.000000000001,187.62,172.91,158.75,173.94,19.2,81.76,320.54,138,49.1,2.03
134.200000000001,187.62,172.95,158.78,174,19.16,81.76,320.4,138,49.1,2.03
134.400000000001,187.62,172.97,158.84,174.06,19.1,81.76,320.38,138,48.9,2.03
134.600000000001,187.77,173.05,158.98,174.1,19.15,81.76,320.37,138,48.9,2.03
134.800000000001,187.71,173.03,158.97,174.16,19.1,81.76,320.28,138,48.9,2.03
135.000000000001,187.75,173.06,159.05,174.22,19.15,81.76,320.32,138,49.1,2.03
135.200000000001,187.78,173.1,159.08,174.3,19.18,81.76,320.57,139,49.1,2.03
135.400000000001,187.78,173.12,159.09,174.49,19.13,81.76,320.38,139,48.9,2.03
135.600000000001,187.94,173.26,159.18,174.57,19.16,81.76,321.03,139,48.9,2.03
135.800000000001,188,173.23,159.16,174.59,19.14,81.76,320.64,139,48.9,2.03
136.000000000001,187.99,173.3,159.14,174.68,19.14,81.76,320.77,139,48.9,2.03
136.200000000001,188.07,173.36,159.16,174.74,19.14,81.76,320.78,140,48.9,2.03
136.400000000001,188.14,173.43,159.19,174.76,19.14,81.76,320.56,140,48.8,2.03
136.600000000001,188.27,173.62,159.28,174.86,19.14,81.76,320.63,140,48.8,2.03
136.800000000001,188.35,173.65,159.31,174.85,19.16,81.76,320.65,140,48.8,2.03
137.000000000001,188.37,173.74,159.31,174.84,19.13,81.76,320.72,140,48.8,2.05
137.200000000001,188.42,173.82,159.32,174.89,19.12,81.76,320.57,141,48.9,2.05
137.400000000001,188.42,173.87,159.43,174.94,19.11,81.76,320.9,141,48.9,2.03
137.600000000001,188.52,173.99,159.54,175.03,19.15,81.76,320.73,141,48.8,2.03
137.800000000001,188.52,173.97,159.57,175.04,19.15,81.76,320.39,141,48.8,2.03
138.000000000001,188.52,173.98,159.61,175.14,19.14,81.76,320.61,141,48.8,2.03
138.200000000001,188.54,174.01,159.7,175.22,19.14,81.76,320.31,141,48.9,2.03
138.400000000001,188.56,174.01,159.84,175.33,19.16,81.76,320.28,142,48.9,2.03
138.600000000001,188.64,174.11,159.92,175.46,19.16,81.76,320.49,142,48.8,2.03
138.800000000001,188.64,174.07,159.97,175.5,19.15,81.76,320.48,142,48.8,2.03
139.000000000001,188.63,174.12,160,175.56,19.13,81.76,320.54,143,48.8,2.03
139.200000000001,188.66,174.24,160.04,175.64,19.15,81.76,320.73,143,48.8,2.03
139.400000000001,188.67,174.24,160.07,175.71,19.17,81.76,320.7,143,48.8,2.03
139.600000000001,188.78,174.39,160.14,175.78,19.17,81.76,320.89,143,48.7,2.03
139.800000000001,188.81,174.48,160.13,175.81,19.16,81.76,320.81,143,48.7,2.03
140.000000000001,188.86,174.55,160.11,175.8,19.14,81.76,320.76,144,48.8,2.03
140.200000000001,188.92,174.62,160.13,175.82,19.15,81.76,320.62,144,48.8,2.03
140.400000000001,189.03,174.69,160.15,175.84,19.14,81.76,320.61,144,48.9,2.03
140.600000000001,189.14,174.79,160.22,175.93,19.16,81.76,320.42,144,48.8,2.03
140.800000000001,189.09,174.83,160.23,175.92,19.15,81.76,320.98,144,48.8,2.03
141.000000000001,189.2,174.84,160.28,175.93,19.13,81.76,321.05,144,48.9,2.03
141.200000000001,189.24,174.89,160.35,175.97,19.14,81.76,320.75,145,48.9,2.03
141.400000000001,189.25,174.87,160.39,176.02,19.11,81.76,320.71,145,48.9,2.03
141.600000000001,189.38,174.98,160.52,176.17,19.17,81.76,321.31,145,48.9,2.03
141.800000000001,189.42,174.99,160.58,176.26,19.17,81.76,320.77,145,48.8,2.03
142,189.47,175.03,160.68,176.36,19.12,81.76,320.7,145,48.9,2.03
142.2,189.49,175.02,160.76,176.47,19.11,81.76,320.6,146,48.9,2.03
142.4,189.52,175.05,160.82,176.52,19.13,81.76,320.63,146,49,2.05
142.6,189.58,175.15,160.89,176.64,19.14,81.76,320.13,146,49,2.05
142.8,189.56,175.2,160.92,176.69,19.1,81.76,320.55,146,48.9,2.03
143,189.54,175.28,160.97,176.7,19.12,81.76,320.55,146,48.9,2.03
143.2,189.58,175.33,161,176.73,19.14,81.76,320.62,147,48.9,2.03
143.4,189.63,175.4,161.01,176.76,19.13,81.76,320.75,147,48.9,2.03
143.6,189.73,175.48,161.09,176.83,19.15,81.76,320.42,147,48.9,2.03
143.8,189.73,175.54,161.06,176.81,19.1,81.76,320.48,147,48.8,2.03
144,189.72,175.62,161.11,176.8,19.11,81.76,320.83,148,48.8,2.03
144.2,189.76,175.7,161.12,176.83,19.15,81.76,320.65,148,48.9,2.03
144.4,189.78,175.76,161.17,176.88,19.13,81.76,320.61,148,48.9,2.03
144.6,190.02,175.84,161.25,177,19.17,81.76,320.5,148,48.9,2.03
144.8,190.17,175.89,161.42,177.21,19.21,81.76,320.6,148,48.9,2.03
145,190.28,175.92,161.46,177.36,19.21,81.76,320.52,149,48.7,2.03
145.2,190.3,175.95,161.59,177.46,19.22,81.76,320.43,149,48.8,2.03
145.4,190.32,175.95,161.62,177.55,19.25,81.76,320.48,149,48.8,2.03
145.6,190.39,176,161.68,177.55,19.21,81.76,320.71,149,48.7,2.05
145.8,190.3,175.97,161.64,177.52,19.18,81.76,320.78,149,48.7,2.03
146,190.33,175.97,161.68,177.57,19.14,81.76,320.71,150,48.7,2.03
146.2,190.39,176.02,161.74,177.62,19.16,81.76,320.43,150,48.7,2.05
146.4,190.35,176.02,161.75,177.61,19.08,81.76,320.73,150,48.8,2.05
146.6,190.45,176.15,161.86,177.68,19.11,81.76,320.5,150,48.6,2.03
146.8,190.44,176.13,161.87,177.72,19.14,81.76,320.49,150,48.6,2.03
147,190.5,176.2,161.94,177.73,19.12,81.76,320.88,150,48.7,2.05
147.2,190.49,176.24,161.96,177.74,19.13,81.76,320.91,151,48.7,2.05
147.4,190.49,176.38,161.97,177.75,19.13,81.76,320.59,151,48.7,2.05
147.6,190.56,176.47,162.03,177.85,19.16,81.76,320.78,151,48.7,2.05
147.8,190.57,176.53,162.01,177.84,19.11,81.76,320.67,151,48.7,2.05
148,190.59,176.62,162.03,177.89,19.18,81.76,320.75,151,48.6,2.03
148.2,190.63,176.67,162.05,177.92,19.16,81.76,320.58,152,48.6,2.03
148.4,190.64,176.7,162.04,177.96,19.16,81.76,321,152,48.6,2.05
148.6,190.75,176.77,162.16,178.13,19.18,81.76,320.82,152,48.6,2.05
148.8,190.72,176.78,162.14,178.23,19.16,81.76,320.9,152,48.6,2.05
149,190.89,176.78,162.18,178.26,19.17,81.76,320.67,152,48.6,2.05
149.2,190.94,176.83,162.21,178.32,19.14,81.76,320.8,153,48.7,2.05
149.4,191.02,176.85,162.25,178.43,19.17,81.76,320.74,153,48.7,2.05
149.6,191.14,176.91,162.4,178.53,19.16,81.76,320.66,153,48.7,2.05
149.8,191.14,176.89,162.45,178.58,19.16,81.76,321.07,153,48.5,2.05
150,191.2,176.88,162.48,178.62,19.11,81.76,320.91,154,48.5,2.05
150.2,191.27,176.89,162.51,178.64,19.12,81.76,321.11,154,48.7,2.05
150.4,191.31,176.91,162.6,178.67,19.14,81.76,320.95,154,48.7,2.05
150.6,191.37,177.06,162.72,178.7,19.14,81.76,320.45,154,48.7,2.05
150.8,191.42,177.17,162.86,178.76,19.19,81.76,320.58,154,48.5,2.05
151,191.46,177.26,162.92,178.81,19.2,81.76,320.43,155,48.5,2.05
151.2,191.46,177.33,162.94,178.86,19.2,81.76,320.6,155,48.6,2.05
151.4,191.5,177.37,162.93,178.92,19.19,81.76,320.6,155,48.6,2.05
151.6,191.62,177.5,162.99,179.07,19.24,81.76,321.14,155,48.6,2.05
151.8,191.62,177.52,163.01,179.15,19.22,81.76,321.02,155,48.6,2.05
152,191.7,177.59,162.99,179.24,19.24,81.76,320.74,156,48.4,2.05
152.2,191.76,177.66,163.05,179.31,19.21,81.76,320.75,156,48.5,2.05
152.4,191.8,177.69,163.11,179.41,19.21,81.76,321.08,156,48.5,2.05
152.6,191.87,177.73,163.16,179.49,19.2,81.76,321.09,156,48.5,2.05
152.8,191.96,177.76,163.19,179.54,19.22,81.76,320.86,156,48.5,2.05
153,191.99,177.79,163.25,179.56,19.22,81.76,321.08,157,48.4,2.05
153.2,192.06,177.79,163.3,179.61,19.22,81.76,321.03,157,48.4,2.07
153.4,192.13,177.81,163.33,179.62,19.21,81.76,320.97,157,48.5,2.07
153.6,192.23,177.87,163.43,179.68,19.22,81.76,321.29,157,48.5,2.05
153.8,192.22,177.85,163.49,179.67,19.22,81.76,321.27,157,48.4,2.05
154,192.27,177.84,163.55,179.68,19.21,81.76,320.98,157,48.4,2.05
154.2,192.3,177.85,163.6,179.69,19.19,81.76,320.85,158,48.4,2.05
154.4,192.36,177.91,163.7,179.69,19.22,81.76,320.86,158,48.4,2.05
154.6,192.42,177.98,163.77,179.78,19.23,81.76,321.51,158,48.4,2.07
154.8,192.4,178,163.82,179.77,19.23,81.76,321.7,158,48.3,2.07
155,192.41,178.01,163.84,179.85,19.24,81.76,321.42,158,48.3,2.05
155.2,192.42,178.1,163.87,179.92,19.22,81.76,321.04,159,48.3,2.05
155.4,192.47,178.14,163.9,180.04,19.23,81.76,321.23,159,48.4,2.07
155.6,192.53,178.22,163.94,180.13,19.23,81.76,321.35,159,48.4,2.07
155.8,192.55,178.28,163.93,180.25,19.23,81.76,321.11,159,48.3,2.07
156,192.58,178.3,163.94,180.33,19.24,81.76,320.91,160,48.3,2.05
156.2,192.55,178.28,163.92,180.31,19.19,81.76,320.86,160,48.3,2.05
156.4,192.61,178.28,163.91,180.28,19.12,81.76,321.13,160,48.3,2.05
156.6,192.63,178.33,163.94,180.35,19.13,81.76,321.23,160,48.4,2.05
156.8,192.67,178.32,163.93,180.42,19.17,81.76,321.31,160,48.3,2.07
157,192.71,178.39,163.94,180.48,19.15,81.76,320.94,161,48.3,2.07
157.2,192.72,178.51,163.94,180.49,19.13,81.76,321.21,161,48.3,2.05
157.4,192.83,178.59,164.02,180.53,19.12,81.76,320.53,161,48.3,2.05
157.6,192.91,178.66,164.02,180.59,19.15,81.76,320.63,161,48.4,2.07
157.8,193,178.67,164.04,180.59,19.11,81.76,320.88,161,48.4,2.05
158,193.02,178.71,164.05,180.6,19.13,81.76,320.77,162,48.2,2.05
158.2,193.12,178.72,164.12,180.63,19.14,81.76,320.89,162,48.2,2.05
158.4,193.23,178.8,164.25,180.71,19.16,81.75,320.88,162,48.2,2.05
158.6,193.28,178.8,164.28,180.66,19.14,81.76,320.97,162,48.4,2.07
158.8,193.29,178.76,164.37,180.66,19.19,81.76,321.02,162,48.4,2.07
159,193.32,178.78,164.45,180.74,19.12,81.76,321.05,163,48.3,2.07
159.2,193.32,178.8,164.51,180.81,19.16,81.76,320.89,163,48.3,2.05
159.4,193.44,178.89,164.6,180.91,19.18,81.75,321.06,163,48.2,2.05
159.599999999999,193.4,178.88,164.68,180.87,19.17,81.75,320.84,163,48.3,2.05
159.799999999999,193.39,178.92,164.72,180.95,19.18,81.75,321.04,163,48.3,2.05
159.999999999999,193.41,178.96,164.8,181.02,19.13,81.76,320.82,163,48.2,2.05
160.199999999999,193.44,179,164.84,181.15,19.1,81.76,320.91,164,48.2,2.05
160.399999999999,193.55,179.09,164.88,181.24,19.14,81.76,321.52,164,48.3,2.05
160.599999999999,193.58,179.1,164.88,181.31,19.15,81.76,321.17,164,48.3,2.07
160.799999999999,193.65,179.12,164.87,181.37,19.16,81.76,321.26,165,48.3,2.07
160.999999999999,193.64,179.18,164.87,181.46,19.14,81.76,320.98,165,48.1,2.07
161.199999999999,193.7,179.27,164.88,181.48,19.18,81.76,321.16,165,48.1,2.07
161.399999999999,193.77,179.41,164.97,181.55,19.13,81.76,320.94,165,48.2,2.07
161.599999999999,193.9,179.4,164.93,181.55,19.15,81.76,320.91,165,48.2,2.07
161.799999999999,194,179.47,164.95,181.57,19.14,81.76,321.05,166,48.2,2.07
161.999999999999,194.08,179.55,164.99,181.58,19.12,81.75,320.68,166,48.2,2.07
162.199999999999,194.13,179.58,165.06,181.58,19.14,81.75,320.93,166,48.1,2.07
162.399999999999,194.23,179.64,165.18,181.7,19.15,81.75,321.23,166,48.1,2.07
162.599999999999,194.25,179.67,165.18,181.67,19.13,81.76,321.08,166,48.1,2.07
162.799999999999,194.25,179.69,165.27,181.69,19.09,81.75,321.38,166,48.1,2.07
162.999999999999,194.28,179.71,165.37,181.75,19.1,81.76,321.28,167,48.1,2.07
163.199999999999,194.3,179.74,165.43,181.83,19.1,81.76,321.06,167,48.1,2.07
163.399999999999,194.38,179.83,165.51,181.97,19.14,81.76,320.68,167,48.1,2.07
163.599999999999,194.35,179.81,165.54,182.01,19.15,81.76,321.09,167,48.1,2.07
163.799999999999,194.37,179.8,165.62,182.1,19.12,81.75,321.31,167,48.1,2.07
163.999999999999,194.38,179.79,165.67,182.23,19.15,81.75,321.43,168,48,2.07
164.199999999999,194.43,179.84,165.71,182.28,19.18,81.75,321.73,168,48,2.07
164.399999999999,194.54,179.96,165.79,182.37,19.2,81.75,321.39,168,48,2.07
164.599999999999,194.5,179.98,165.79,182.41,19.18,81.75,321.27,168,48.1,2.07
164.799999999999,194.54,180,165.82,182.44,19.13,81.75,321.46,168,48.1,2.09
164.999999999999,194.56,180.05,165.81,182.48,19.16,81.76,321.51,169,48.1,2.09
165.199999999999,194.66,180.1,165.82,182.5,19.15,81.76,321.86,169,48.1,2.07
165.399999999999,194.79,180.19,165.91,182.58,19.16,81.75,321.52,169,47.9,2.07
165.599999999999,194.91,180.29,165.9,182.56,19.17,81.76,321.29,169,48,2.07
165.799999999999,195.01,180.31,165.92,182.58,19.17,81.75,321.37,169,48,2.07
165.999999999999,195.08,180.37,165.93,182.57,19.16,81.75,321.37,169,47.9,2.09
166.199999999999,195.15,180.49,165.97,182.65,19.11,81.75,321.8,170,47.9,2.07
166.399999999999,195.19,180.52,166.07,182.71,19.08,81.75,322.1,170,47.8,2.07
166.599999999999,195.21,180.58,166.14,182.78,19.13,81.76,321.62,170,47.8,2.09
166.799999999999,195.19,180.6,166.17,182.78,19.11,81.76,321.47,171,47.9,2.09
166.999999999999,195.23,180.62,166.2,182.88,19.13,81.75,321.62,171,47.8,2.09
167.199999999999,195.26,180.67,166.34,182.99,19.12,81.75,321.74,171,47.8,2.09
167.399999999999,195.35,180.74,166.46,183.12,19.17,81.75,321.19,171,47.7,2.07
167.599999999999,195.36,180.73,166.53,183.12,19.18,81.76,321.4,171,47.7,2.09
167.799999999999,195.37,180.74,166.54,183.23,19.13,81.76,321.33,172,47.9,2.09
167.999999999999,195.39,180.75,166.63,183.3,19.1,81.75,321.82,172,47.9,2.09
168.199999999999,195.46,180.74,166.69,183.36,19.11,81.76,322.13,172,47.8,2.09
168.399999999999,195.58,180.87,166.76,183.46,19.18,81.75,322.18,172,47.7,2.09
168.599999999999,195.64,180.82,166.78,183.45,19.17,81.75,321.76,172,47.7,2.09
168.799999999999,195.71,180.86,166.78,183.46,19.15,81.75,322.03,172,47.9,2.09
168.999999999999,195.81,180.93,166.79,183.49,19.16,81.75,321.63,173,47.9,2.09
169.199999999999,195.84,180.94,166.81,183.5,19.1,81.75,321.68,173,47.7,2.09
169.399999999999,195.98,181.09,166.88,183.61,19.14,81.76,321.59,173,47.7,2.09
169.599999999999,196.04,181.13,166.84,183.57,19.14,81.75,321.81,173,47.7,2.09
169.799999999999,196.07,181.2,166.83,183.57,19.16,81.75,321.63,173,47.8,2.09
169.999999999999,196.12,181.28,166.84,183.63,19.14,81.75,321.72,174,47.8,2.09
170.199999999999,196.17,181.37,166.9,183.72,19.18,81.75,321.73,174,47.6,2.09
170.399999999999,196.27,181.45,167.04,183.81,19.19,81.75,322.02,174,47.6,2.09
170.599999999999,196.25,181.45,167.06,183.86,19.16,81.75,322.08,174,47.6,2.09
170.799999999999,196.25,181.5,167.09,183.88,19.15,81.75,322.16,174,47.6,2.09
170.999999999999,196.25,181.55,167.18,183.97,19.14,81.76,321.92,175,47.7,2.09
171.199999999999,196.27,181.57,167.27,184.01,19.14,81.75,321.77,175,47.7,2.09
171.399999999999,196.36,181.63,167.43,184.18,19.15,81.75,322.13,175,47.7,2.09
171.599999999999,196.37,181.64,167.46,184.24,19.14,81.75,322.22,175,47.8,2.09
171.799999999999,196.41,181.64,167.51,184.31,19.1,81.75,322.42,176,47.8,2.09
171.999999999999,196.5,181.64,167.57,184.37,19.12,81.75,321.92,176,47.7,2.09
172.199999999999,196.61,181.7,167.67,184.37,19.13,81.75,321.91,176,47.7,2.09
172.399999999999,196.69,181.79,167.73,184.45,19.14,81.76,322.19,176,47.6,2.09
172.599999999999,196.77,181.79,167.74,184.45,19.13,81.76,322.01,176,47.7,2.09
172.799999999999,196.83,181.82,167.75,184.46,19.13,81.76,322.18,177,47.7,2.09
172.999999999999,196.89,181.9,167.75,184.48,19.17,81.75,322.45,177,47.7,2.09
173.199999999999,196.99,181.88,167.77,184.5,19.15,81.75,322.31,177,47.7,2.09
173.399999999999,197.09,182.04,167.83,184.6,19.15,81.75,321.89,177,47.5,2.09
173.599999999999,197.12,182.07,167.84,184.63,19.17,81.75,321.91,177,47.5,2.09
173.799999999999,197.14,182.09,167.85,184.67,19.17,81.75,322.01,178,47.6,2.09
173.999999999999,197.19,182.22,167.9,184.7,19.16,81.75,322.01,178,47.6,2.09
174.199999999999,197.19,182.27,167.97,184.82,19.16,81.75,322.4,178,47.6,2.09
174.399999999999,197.26,182.34,168.13,184.95,19.15,81.75,322.35,178,47.6,2.09
174.599999999999,197.25,182.43,168.14,185,19.15,81.75,322.24,178,47.6,2.09
174.799999999999,197.28,182.45,168.17,185.1,19.17,81.75,322.07,179,47.6,2.09
174.999999999999,197.32,182.49,168.29,185.14,19.12,81.76,322.04,179,47.6,2.09
175.199999999999,197.36,182.55,168.36,185.22,19.13,81.75,322.28,179,47.7,2.09
175.399999999999,197.57,182.6,168.48,185.26,19.13,81.75,322.29,179,47.7,2.09
175.599999999999,197.61,182.61,168.57,185.32,19.17,81.75,322.37,179,47.5,2.09
175.799999999999,197.64,182.62,168.58,185.34,19.12,81.75,322.3,179,47.6,2.09
175.999999999999,197.72,182.63,168.64,185.37,19.13,81.76,322.13,180,47.6,2.09
176.199999999999,197.81,182.66,168.68,185.37,19.15,81.75,322.54,180,47.5,2.09
176.399999999999,197.86,182.73,168.7,185.43,19.18,81.76,321.92,180,47.5,2.09
176.599999999999,197.95,182.71,168.72,185.44,19.15,81.76,322.49,180,47.5,2.09
176.799999999999,198.04,182.74,168.71,185.47,19.12,81.75,322.3,180,47.5,2.11
176.999999999998,198.08,182.79,168.74,185.54,19.14,81.75,322.35,181,47.5,2.11
177.199999999999,198.12,182.83,168.73,185.56,19.13,81.75,322.47,181,47.4,2.09
177.399999999998,198.19,182.95,168.81,185.69,19.15,81.75,322.42,181,47.4,2.09
177.599999999998,198.17,182.97,168.82,185.69,19.16,81.75,322.49,181,47.5,2.11
177.799999999998,198.19,183.08,168.84,185.75,19.16,81.75,322.55,182,47.5,2.09
177.999999999998,198.22,183.11,168.92,185.79,19.17,81.76,322.62,182,47.5,2.09
178.199999999998,198.27,183.23,169.03,185.92,19.15,81.75,322.62,182,47.5,2.11
178.399999999998,198.38,183.26,169.13,186.05,19.19,81.75,322.7,182,47.4,2.11
178.599999999998,198.4,183.31,169.19,186.11,19.16,81.75,322.36,182,47.4,2.09
178.799999999998,198.5,183.36,169.31,186.18,19.13,81.75,322.4,183,47.4,2.09
178.999999999998,198.62,183.45,169.35,186.24,19.14,81.75,322.7,183,47.6,2.11
179.199999999998,198.73,183.5,169.4,186.27,19.14,81.75,322.83,183,47.6,2.09
179.399999999998,198.88,183.55,169.54,186.31,19.15,81.75,322.47,183,47.5,2.09
179.599999999998,199.04,183.67,169.65,186.41,19.17,81.75,323.78,183,47.5,2.09
179.799999999998,199.2,183.85,169.75,186.65,19.24,81.75,323.25,184,47.4,2.09
179.999999999998,199.27,183.96,169.79,186.66,19.24,81.75,323.49,184,47.5,2.11
180.199999999998,199.26,183.9,169.78,186.71,19.25,81.76,323.35,184,47.5,2.11
180.399999999998,199.31,183.91,169.82,186.78,19.25,81.75,322.8,184,47.5,2.09
180.599999999998,199.25,183.92,169.77,186.7,19.21,81.75,322.88,184,47.5,2.09
180.799999999998,199.19,183.79,169.74,186.55,19.19,81.75,323.06,185,47.5,2.09
180.999999999998,199.17,183.77,169.73,186.54,19.14,81.76,322.75,185,47.5,2.11
181.199999999998,199.19,183.73,169.75,186.57,19.14,81.75,322.89,185,47.5,2.11
181.399999999998,199.27,183.84,169.79,186.6,19.12,81.75,323.01,185,47.3,2.09
181.599999999998,199.27,183.9,169.84,186.7,19.17,81.75,323.06,185,47.3,2.09
181.799999999998,199.32,183.94,169.86,186.77,19.14,81.76,322.88,185,47.5,2.11
181.999999999998,199.41,184.01,169.97,186.85,19.15,81.76,323.05,186,47.5,2.11
182.199999999998,199.5,184.15,170.06,186.94,19.15,81.76,322.94,186,47.4,2.09
182.399999999998,199.65,184.24,170.17,187.06,19.11,81.76,322.95,186,47.4,2.11
182.599999999998,199.76,184.31,170.21,187.11,19.12,81.76,323.08,186,47.4,2.11
182.799999999998,199.82,184.34,170.27,187.15,19.09,81.75,322.77,186,47.5,2.11
182.999999999998,199.91,184.41,170.41,187.17,19.12,81.75,323.13,187,47.5,2.11
183.199999999998,199.98,184.44,170.46,187.21,19.16,81.75,323.57,187,47.4,2.11
183.399999999998,200.05,184.5,170.51,187.28,19.18,81.75,323.17,187,47.4,2.11
183.599999999998,200.04,184.51,170.57,187.27,19.15,81.75,323.39,188,47.3,2.11
183.799999999998,200.06,184.51,170.61,187.28,19.15,81.76,322.94,188,47.3,2.11
183.999999999998,200.08,184.51,170.61,187.31,19.15,81.76,322.96,188,47.4,2.11
184.199999999998,200.11,184.53,170.62,187.33,19.14,81.75,322.94,188,47.5,2.11
184.399999999998,200.18,184.61,170.67,187.37,19.15,81.75,323.1,188,47.5,2.11
184.599999999998,200.2,184.61,170.66,187.37,19.13,81.75,323.22,188,47.3,2.11
184.799999999998,200.25,184.64,170.65,187.42,19.14,81.75,323.21,189,47.3,2.11
184.999999999998,200.3,184.64,170.69,187.43,19.13,81.75,323.52,189,47.5,2.11
185.199999999998,200.33,184.7,170.71,187.49,19.12,81.76,323.32,189,47.5,2.11
185.399999999998,200.43,184.78,170.84,187.59,19.11,81.76,323.51,189,47.4,2.11
185.599999999998,200.49,184.84,170.88,187.59,19.13,81.76,323.61,189,47.4,2.11
185.799999999998,200.59,184.93,170.89,187.65,19.15,81.75,323.08,190,47.4,2.11
185.999999999998,200.74,184.92,170.99,187.76,19.12,81.75,323.1,190,47.5,2.11
186.199999999998,200.83,185.02,171.1,187.87,19.12,81.75,323.2,190,47.5,2.11
186.399999999998,200.85,185.05,171.18,187.96,19.12,81.75,322.98,190,47.4,2.11
186.599999999998,200.94,185.15,171.26,187.99,19.09,81.76,323.18,190,47.4,2.11
186.799999999998,200.97,185.23,171.36,188.08,19.12,81.75,322.95,191,47.4,2.11
186.999999999998,201,185.25,171.41,188.12,19.12,81.76,323.37,191,47.4,2.11
187.199999999998,201.03,185.33,171.47,188.19,19.12,81.76,323.23,191,47.5,2.11
187.399999999998,201.09,185.39,171.52,188.23,19.11,81.75,323.08,191,47.4,2.11
187.599999999998,201.1,185.42,171.55,188.23,19.09,81.75,323.06,191,47.4,2.11
187.799999999998,201.07,185.45,171.56,188.27,19.12,81.75,323.48,191,47.3,2.11
187.999999999998,201.11,185.47,171.58,188.27,19.12,81.75,323.3,192,47.3,2.11
188.199999999998,201.21,185.54,171.63,188.33,19.17,81.75,323.25,192,47.4,2.11
188.399999999998,201.29,185.55,171.65,188.38,19.15,81.75,323.74,192,47.4,2.11
188.599999999998,201.4,185.53,171.63,188.34,19.13,81.74,323.53,193,47.3,2.11
188.799999999998,201.47,185.58,171.64,188.39,19.15,81.74,323.52,193,47.3,2.11
188.999999999998,201.55,185.6,171.7,188.45,19.16,81.74,323.64,193,47.3,2.11
189.199999999998,201.65,185.65,171.78,188.53,19.16,81.75,323.68,193,47.4,2.11
189.399999999998,201.72,185.72,171.81,188.59,19.15,81.75,323.59,193,47.4,2.11
189.599999999998,201.79,185.75,171.87,188.67,19.14,81.75,323.5,194,47.3,2.11
189.799999999998,201.85,185.78,171.92,188.73,19.16,81.76,323.17,194,47.3,2.11
189.999999999998,201.89,185.83,171.99,188.78,19.19,81.75,323.57,194,47.3,2.11
190.199999999998,201.95,185.92,172.15,188.94,19.16,81.75,323.74,194,47.4,2.11
190.399999999998,201.95,185.99,172.23,188.98,19.11,81.76,323.23,194,47.4,2.11
190.599999999998,201.97,186.12,172.31,189.03,19.12,81.75,323.61,194,47.2,2.11
190.799999999998,201.97,186.13,172.36,189.1,19.12,81.75,323.64,195,47.2,2.11
190.999999999998,202,186.19,172.42,189.14,19.08,81.75,323.49,195,47.2,2.11
191.199999999998,202.14,186.29,172.49,189.22,19.14,81.75,323.75,195,47.2,2.11
191.399999999998,202.09,186.24,172.42,189.19,19.05,81.75,323.81,195,47.4,2.11
191.599999999998,202.2,186.33,172.48,189.21,19.04,81.75,323.67,195,47.3,2.11
191.799999999998,202.23,186.34,172.51,189.22,19.09,81.75,323.52,196,47.3,2.11
191.999999999998,202.26,186.4,172.53,189.25,19.1,81.75,323.61,196,47.2,2.11
192.199999999998,202.41,186.48,172.63,189.34,19.13,81.75,323.51,196,47.2,2.11
192.399999999998,202.44,186.47,172.6,189.29,19.13,81.76,323.6,196,47.3,2.11
192.599999999998,202.53,186.48,172.62,189.31,19.14,81.76,323.63,196,47.3,2.11
192.799999999998,202.68,186.48,172.63,189.37,19.15,81.76,323.52,197,47.2,2.11
192.999999999998,202.76,186.53,172.7,189.42,19.13,81.75,323.84,197,47.4,2.11
