Temps,T1,T2,T3,T4,T5,Pression,Force,Temps_Magna_Power,Voltage_Magna_Power,Courant_Magna_Power
12.4,61.74,71.93,53.72,64.99,19.21,81.76,342.04,15,53.7,1.85
12.6,62.44,72.87,54.29,65.91,19.22,81.75,342.81,15,53.7,1.85
12.8,62.88,73.69,54.67,66.68,19.2,81.76,342.94,15,53.7,1.85
13,63.44,74.55,55.19,67.46,19.16,81.75,343.09,16,53.5,1.85
13.2,63.97,75.4,55.59,68.19,19.12,81.76,343.39,16,53.5,1.85
13.4,64.58,76.3,56.11,69.05,19.11,81.76,343.3,16,53.7,1.85
13.6,65.2,77.24,56.54,69.86,19.17,81.76,344.18,16,53.5,1.87
13.8,65.58,77.97,57,70.7,19.18,81.76,344.26,16,53.5,1.87
14,66.21,78.79,57.41,71.53,19.16,81.76,343.83,16,53.3,1.87
14.2,66.65,79.58,57.97,72.34,19.17,81.75,344.17,17,53.3,1.87
14.4,67.31,80.44,58.37,73.14,19.19,81.75,344.47,17,53.3,1.87
14.6,67.76,81.2,58.86,73.87,19.21,81.76,344.5,17,53.3,1.87
14.8,68.31,82.06,59.25,74.64,19.18,81.76,344.62,17,53.2,1.87
15,68.86,82.93,59.71,75.42,19.17,81.76,344.61,17,53.1,1.85
15.2,69.37,83.74,60.11,76.19,19.17,81.76,344.59,18,53.1,1.85
15.4,69.93,84.55,60.56,76.88,19.14,81.75,344.92,18,53.2,1.87
15.6,70.42,85.3,61.08,77.63,19.18,81.76,345.1,18,53.2,1.87
15.8,70.9,86.04,61.57,78.35,19.18,81.76,345.13,18,53,1.87
16,71.32,86.73,61.98,79.07,19.17,81.76,345.31,18,53,1.89
16.2,71.82,87.47,62.42,79.72,19.17,81.76,345.53,19,53,1.89
16.4,72.36,88.29,62.94,80.5,19.18,81.76,345.85,19,53.1,1.89
16.6,72.77,89.01,63.27,81.11,19.18,81.76,346,19,53.1,1.89
16.8,73.2,89.72,63.79,81.73,19.17,81.75,346.04,19,52.9,1.87
17,73.62,90.41,64.2,82.38,19.18,81.76,345.57,20,52.9,1.87
17.2,74.11,91.12,64.69,83.1,19.15,81.75,345.16,20,53,1.87
17.4,74.66,91.98,65.15,83.78,19.21,81.76,344.27,20,53,1.89
17.6,75.11,92.65,65.66,84.39,19.19,81.75,344.29,20,53,1.89
17.8,75.49,93.24,65.98,85,19.17,81.76,344.2,20,52.9,1.87
18,75.97,93.95,66.45,85.5,19.17,81.75,344.11,21,52.9,1.87
18.2,76.38,94.66,66.87,86.16,19.12,81.76,344.31,21,52.9,1.87
18.4,76.97,95.4,67.35,86.84,19.15,81.76,344.67,21,52.9,1.87
18.6,77.3,96.06,67.8,87.4,19.13,81.75,345.33,21,53,1.89
18.8,77.77,96.73,68.2,88.04,19.15,81.76,345.27,21,53,1.87
19,78.16,97.39,68.66,88.52,19.12,81.76,344.97,22,52.9,1.87
19.2,78.67,98.01,69.06,89.07,19.15,81.75,344.81,22,52.9,1.87
19.4,79.23,98.76,69.68,89.69,19.15,81.75,344.77,22,52.9,1.87
19.6,79.66,99.39,70.06,90.26,19.17,81.75,344.25,22,53.1,1.87
19.8,80.01,99.89,70.52,90.85,19.17,81.75,344.72,22,53.1,1.87
20,80.4,100.47,70.89,91.27,19.13,81.75,344.55,23,53,1.87
20.2,80.87,100.97,71.37,91.9,19.14,81.75,344.33,23,53,1.87
20.4,81.36,101.59,71.8,92.44,19.16,81.75,344.02,23,53.3,1.87
20.6,81.8,102.11,72.2,92.96,19.14,81.75,343.61,23,53.3,1.87
20.8,82.13,102.64,72.6,93.37,19.14,81.75,343.56,23,53.3,1.87
21,82.55,103.15,73.03,93.91,19.15,81.75,343.31,23,53.1,1.87
21.2,82.94,103.65,73.49,94.37,19.13,81.74,343.13,24,53.1,1.87
21.4,83.49,104.19,73.91,94.94,19.1,81.72,342.71,24,53.4,1.87
21.6,83.85,104.68,74.39,95.35,19.07,81.71,342.23,24,53.4,1.87
21.8,84.26,105.21,74.73,95.82,19.09,81.71,341.99,24,53.5,1.87
22,84.71,105.67,75.27,96.25,19.11,81.72,341.27,24,53.5,1.85
22.2,85.08,106.2,75.63,96.76,19.12,81.71,340.82,25,53.5,1.85
22.4,85.61,106.72,76.16,97.18,19.16,81.71,341.09,25,53.6,1.85
22.6,85.98,107.13,76.52,97.7,19.16,81.71,340.41,25,53.6,1.85
22.7999999999999,86.43,107.58,77.07,98,19.17,81.71,340.21,25,53.7,1.87
22.9999999999999,86.78,107.98,77.43,98.49,19.12,81.71,339.27,26,53.7,1.85
23.1999999999999,87.26,108.42,77.88,98.87,19.12,81.72,339.1,26,53.5,1.85
23.3999999999999,87.72,108.84,78.38,99.3,19.18,81.71,338.48,26,53.5,1.85
23.5999999999999,88.1,109.28,78.76,99.74,19.16,81.71,338.25,26,53.8,1.85
23.7999999999999,88.52,109.59,79.2,100.06,19.17,81.71,337.74,26,54,1.85
23.9999999999999,88.87,109.93,79.54,100.58,19.15,81.71,337.38,27,54,1.85
24.1999999999999,89.38,110.34,80.05,100.86,19.15,81.71,336.86,27,53.9,1.85
24.3999999999999,89.84,110.72,80.47,101.34,19.16,81.71,336.27,27,53.9,1.85
24.5999999999999,90.24,111.02,80.92,101.73,19.15,81.71,335.71,27,54.2,1.85
24.7999999999999,90.62,111.37,81.29,102.07,19.19,81.7,335.26,27,54.2,1.83
24.9999999999999,91.14,111.66,81.76,102.54,19.17,81.7,334.3,28,54.1,1.83
25.1999999999999,91.56,111.92,82.16,102.84,19.17,81.7,333.47,28,54.4,1.83
25.3999999999999,92.07,112.32,82.61,103.31,19.2,81.72,332.71,28,54.4,1.83
25.5999999999999,92.45,112.51,83.01,103.64,19.18,81.71,332.16,28,54.7,1.83
25.7999999999999,92.96,112.84,83.37,103.91,19.17,81.7,331.47,28,54.7,1.83
25.9999999999999,93.41,113.2,83.85,104.32,19.16,81.7,330.92,29,54.6,1.83
26.1999999999999,93.91,113.43,84.24,104.66,19.15,81.7,330.06,29,54.6,1.83
26.3999999999999,94.4,113.8,84.73,105.01,19.18,81.7,329.14,29,54.6,1.83
26.5999999999999,94.89,114.13,85.09,105.44,19.2,81.68,328.3,29,55,1.83
26.7999999999999,95.32,114.36,85.52,105.69,19.17,81.69,326.94,29,55,1.83
26.9999999999999,95.84,114.67,85.93,105.9,19.18,81.67,326.3,29,55,1.81
27.1999999999999,96.29,115.04,86.23,106.37,19.16,81.66,325.45,30,55,1.81
27.3999999999999,96.94,115.42,86.81,106.83,19.23,81.66,325.33,30,55.1,1.81
27.5999999999999,97.31,115.51,87.07,106.97,19.16,81.66,323.97,30,55.1,1.81
27.7999999999999,97.81,115.74,87.43,107.37,19.18,81.67,322.57,31,55.3,1.81
27.9999999999999,98.19,116.04,87.85,107.6,19.15,81.66,321.98,31,55.3,1.8
28.1999999999999,98.75,116.27,88.13,107.85,19.16,81.67,321.33,31,55.4,1.8
28.3999999999999,99.25,116.47,88.63,108.25,19.19,81.64,320.81,31,55.4,1.8
28.5999999999999,99.77,116.56,88.95,108.51,19.17,81.63,319.89,31,55.4,1.8
28.7999999999999,100.19,116.78,89.31,108.72,19.18,81.62,319.08,31,55.7,1.8
28.9999999999999,100.79,117.06,89.73,109.06,19.14,81.61,318.79,32,55.7,1.8
29.1999999999999,101.2,117.27,89.99,109.39,19.14,81.61,318.63,32,55.5,1.8
29.3999999999999,101.77,117.45,90.46,109.66,19.17,81.61,317.88,32,55.5,1.78
29.5999999999999,102.15,117.61,90.8,109.9,19.15,81.6,317.23,32,55.6,1.78
29.7999999999999,102.73,117.88,91.07,110.19,19.18,81.6,316.79,32,56.1,1.8
29.9999999999999,103.18,118.14,91.5,110.43,19.13,81.6,316.38,33,56.1,1.8
30.1999999999999,103.72,118.3,91.81,110.64,19.14,81.61,315.82,33,55.8,1.8
30.3999999999999,104.23,118.47,92.14,111.02,19.12,81.61,315.67,33,55.8,1.78
30.5999999999999,104.77,118.57,92.57,111.33,19.12,81.6,315.91,33,56,1.78
30.7999999999999,105.15,118.83,92.84,111.49,19.15,81.6,315.8,33,56,1.78
30.9999999999999,105.69,119.08,93.17,111.62,19.2,81.6,315.58,34,56,1.78
31.1999999999999,106.28,119.26,93.61,112.04,19.2,81.59,315.3,34,55.9,1.78
31.3999999999999,106.79,119.48,93.93,112.31,19.22,81.6,315.56,34,55.9,1.78
31.5999999999999,107.3,119.58,94.29,112.46,19.23,81.6,315.68,34,56,1.78
31.7999999999999,107.78,119.82,94.63,112.65,19.22,81.61,315.97,34,56,1.78
31.9999999999999,108.24,120.03,94.89,112.99,19.24,81.61,316.14,35,55.9,1.8
32.1999999999999,108.74,120.19,95.27,113.27,19.22,81.6,316.39,35,55.9,1.8
32.3999999999999,109.29,120.36,95.61,113.48,19.22,81.6,316.38,35,55.5,1.8
32.5999999999999,109.71,120.5,95.82,113.59,19.22,81.61,316.34,35,55.6,1.8
32.7999999999999,110.19,120.74,96.1,113.91,19.23,81.61,316.15,35,55.6,1.8
32.9999999999999,110.66,120.98,96.45,114.14,19.21,81.62,316.53,35,55.6,1.8
33.1999999999999,111.12,121.13,96.7,114.32,19.22,81.66,316.75,36,55.6,1.8
33.3999999999999,111.6,121.28,97.03,114.5,19.24,81.64,317.06,36,55.3,1.8
33.5999999999999,112.07,121.31,97.38,114.64,19.22,81.62,317.14,36,55.3,1.8
33.7999999999999,112.48,121.36,97.6,114.8,19.22,81.61,317.19,37,55.4,1.8
33.9999999999999,112.79,121.54,97.78,114.97,19.22,81.61,317.24,37,55.2,1.81
34.1999999999999,113.35,121.87,98.13,115.23,19.21,81.6,317.4,37,55.2,1.81
34.3999999999999,113.88,122.11,98.46,115.44,19.24,81.61,317.22,37,55,1.81
34.5999999999999,114.38,122.2,98.67,115.59,19.24,81.6,317.37,37,55,1.81
34.8,114.75,122.29,98.91,115.86,19.23,81.6,317.45,38,55.1,1.81
35,115.25,122.43,99.28,116.13,19.24,81.6,317.37,38,55.1,1.81
35.2,115.57,122.59,99.51,116.23,19.21,81.61,317.95,38,54.9,1.81
35.4,116.05,122.88,99.68,116.35,19.21,81.6,317.62,38,54.9,1.81
35.6,116.4,123.03,99.96,116.4,19.2,81.6,317.89,38,54.8,1.81
35.8,116.82,123.12,100.29,116.56,19.15,81.6,318.03,38,54.8,1.81
36,117.24,123.17,100.5,116.79,19.11,81.6,318.42,39,54.8,1.81
36.2,117.57,123.26,100.68,117.07,19.14,81.6,318.14,39,54.7,1.81
36.4,118.06,123.48,101.04,117.26,19.17,81.6,318.48,39,54.7,1.81
36.6,118.45,123.63,101.32,117.32,19.19,81.6,318.75,39,54.7,1.81
36.8,118.88,123.87,101.51,117.42,19.18,81.6,318.39,39,54.7,1.83
37,119.26,124.03,101.67,117.58,19.17,81.6,318.56,40,54.8,1.83
37.2,119.73,124.18,102.13,117.96,19.19,81.61,318.83,40,54.5,1.83
37.4,120.22,124.52,102.44,118.22,19.26,81.6,318.72,40,54.5,1.83
37.6,120.62,124.74,102.56,118.3,19.25,81.6,318.79,40,54.5,1.83
37.8,121.06,124.91,102.86,118.45,19.25,81.6,318.86,40,54.5,1.83
38,121.33,125.03,103.21,118.66,19.23,81.6,318.58,41,54.7,1.83
38.2,121.79,125.15,103.41,118.91,19.21,81.61,318.22,41,54.7,1.81
38.4,122.28,125.54,103.78,119.17,19.28,81.61,317.91,41,54.7,1.81
38.6,122.59,125.68,103.98,119.21,19.24,81.61,318.15,41,54.8,1.81
38.8,123.01,125.84,104.26,119.26,19.24,81.6,317.66,42,54.8,1.81
39,123.33,125.96,104.4,119.44,19.23,81.61,317.52,42,55.1,1.81
39.2,123.59,126,104.48,119.5,19.19,81.61,317.37,42,55.1,1.81
39.4,124.03,126.16,104.77,119.76,19.19,81.6,317.4,42,54.9,1.81
39.6,124.27,126.31,105.09,119.99,19.16,81.6,317.63,42,54.9,1.81
39.8,124.68,126.55,105.3,120.11,19.17,81.6,317.62,43,54.7,1.81
40,125.05,126.79,105.45,120.2,19.16,81.6,318.02,43,54.6,1.83
40.2,125.36,126.93,105.71,120.39,19.16,81.6,318.05,43,54.6,1.83
40.4,125.82,127.02,106.06,120.61,19.15,81.6,318.35,43,54.4,1.83
40.6,126.12,127.16,106.28,120.86,19.16,81.61,318.43,43,54.4,1.83
40.8,126.43,127.33,106.43,121.02,19.15,81.6,318.83,44,54.4,1.83
41,126.8,127.55,106.68,121.13,19.17,81.6,319.12,44,54.4,1.83
41.2,127.16,127.83,107.05,121.3,19.16,81.6,318.82,44,54.4,1.83
41.4000000000001,127.52,127.96,107.27,121.49,19.18,81.6,318.61,44,54.2,1.83
41.6000000000001,127.86,128.04,107.46,121.76,19.14,81.6,318.84,44,54.2,1.83
41.8000000000001,128.1,128.2,107.77,121.96,19.13,81.6,318.79,44,54.3,1.83
42.0000000000001,128.46,128.45,108.06,122.07,19.11,81.6,318.7,45,54.3,1.83
42.2000000000001,128.91,128.69,108.27,122.21,19.16,81.6,318.3,45,54.3,1.83
42.4000000000001,129.11,128.85,108.41,122.38,19.15,81.6,318.55,45,54.3,1.83
42.6000000000001,129.45,128.92,108.64,122.55,19.19,81.6,318.66,45,54.2,1.83
42.8000000000001,129.8,129.03,108.97,122.76,19.1,81.6,318.82,45,54.1,1.83
43.0000000000001,130.03,129.21,109.16,122.94,19.13,81.6,319.01,46,54.1,1.83
43.2000000000001,130.45,129.57,109.41,123.17,19.15,81.61,319.13,46,54.1,1.85
43.4000000000001,130.77,129.73,109.64,123.21,19.17,81.61,318.82,46,54.1,1.85
43.6000000000001,131.01,129.84,109.92,123.43,19.15,81.61,319.1,46,54.1,1.83
43.8000000000001,131.43,129.95,110.12,123.68,19.16,81.61,319.02,46,54.1,1.85
44.0000000000001,131.74,130.09,110.23,123.87,19.17,81.61,319.27,47,54.1,1.85
44.2000000000001,132.13,130.5,110.64,124.09,19.21,81.61,319.44,47,54,1.85
44.4000000000001,132.52,130.68,110.91,124.26,19.21,81.61,318.92,47,54,1.85
44.6000000000001,132.78,130.78,111.1,124.51,19.22,81.6,319.06,47,54,1.83
44.8000000000001,132.96,130.9,111.3,124.69,19.24,81.6,319.14,48,54,1.83
45.0000000000001,133.26,131.08,111.62,124.86,19.22,81.6,318.95,48,54.3,1.83
45.2000000000001,133.69,131.34,111.9,125.03,19.25,81.6,319.6,48,54.3,1.83
45.4000000000001,133.9,131.56,112.05,125.09,19.25,81.6,319.01,48,54.2,1.83
45.6000000000001,134.16,131.7,112.16,125.26,19.22,81.61,319.19,48,54.2,1.83
45.8000000000001,134.49,131.79,112.43,125.54,19.19,81.6,319.2,49,54.1,1.83
46.0000000000001,134.73,131.88,112.73,125.75,19.21,81.6,319.05,49,54.4,1.85
46.2000000000001,135.05,132.11,112.98,125.89,19.16,81.61,318.39,49,54.4,1.85
46.4000000000001,135.37,132.32,113.11,125.96,19.2,81.61,317.62,49,54.6,1.83
46.6000000000001,135.64,132.51,113.33,126.1,19.22,81.61,317.18,49,54.6,1.83
46.8000000000001,135.83,132.68,113.59,126.33,19.22,81.62,317.05,50,54.5,1.83
47.0000000000001,136.14,132.77,113.84,126.62,19.23,81.62,317.28,50,54.5,1.83
47.2000000000001,136.55,133.03,114.09,126.86,19.29,81.63,318.13,50,54.6,1.83
47.4000000000001,136.72,133.23,114.21,126.9,19.27,81.65,318,50,54.3,1.83
47.6000000000001,136.93,133.43,114.51,126.99,19.25,81.63,318.34,50,54.3,1.83
47.8000000000001,137.18,133.56,114.75,127.08,19.2,81.62,318.42,50,54.1,1.83
48.0000000000001,137.44,133.66,114.9,127.29,19.16,81.62,318.6,51,54.1,1.83
48.2000000000001,137.73,133.83,115.12,127.56,19.19,81.63,318.34,51,54,1.85
48.4000000000002,137.84,133.95,115.26,127.69,19.19,81.64,318.68,51,54,1.85
48.6000000000002,138.15,134.18,115.51,127.81,19.17,81.64,318.49,51,54,1.85
48.8000000000002,138.43,134.42,115.74,127.92,19.16,81.64,318.42,51,54.1,1.83
49.0000000000002,138.65,134.6,115.91,128.19,19.19,81.64,318.88,52,54.1,1.83
49.2000000000002,139.03,134.8,116.21,128.49,19.22,81.65,319.33,52,54,1.83
49.4000000000002,139.35,135.01,116.48,128.66,19.24,81.65,319.33,52,54,1.83
49.6000000000002,139.54,135.2,116.74,128.8,19.25,81.66,319.4,53,53.7,1.85
49.8000000000002,139.71,135.39,116.86,128.92,19.24,81.65,319.41,53,53.7,1.85
50.0000000000002,139.98,135.54,116.96,129.07,19.2,81.65,319.38,53,53.6,1.85
50.2000000000002,140.41,135.7,117.22,129.37,19.25,81.64,319.58,53,53.8,1.85
50.4000000000002,140.56,135.78,117.46,129.53,19.23,81.66,319.58,53,53.8,1.85
50.6000000000002,140.7,135.96,117.7,129.67,19.24,81.67,319.05,53,53.7,1.85
50.8000000000002,141.02,136.18,117.83,129.81,19.23,81.66,318.83,54,53.7,1.85
51.0000000000002,141.32,136.39,117.94,129.9,19.22,81.64,319.12,54,53.8,1.85
51.2000000000002,141.68,136.69,118.28,130.25,19.24,81.63,318.97,54,53.8,1.85
51.4000000000002,141.75,136.71,118.49,130.43,19.25,81.65,319.01,54,53.9,1.85
51.6000000000002,141.99,136.76,118.69,130.59,19.24,81.66,318.93,54,53.6,1.85
51.8000000000002,142.25,136.91,118.81,130.7,19.25,81.68,318.87,55,53.6,1.85
52.0000000000002,142.39,137.07,118.87,130.74,19.21,81.69,318.85,55,53.8,1.85
52.2000000000002,142.57,137.27,119.06,130.87,19.23,81.68,318.92,55,53.8,1.85
52.4000000000002,142.78,137.42,119.21,131.02,19.16,81.67,319.11,55,53.8,1.85
52.6000000000002,143.02,137.51,119.42,131.24,19.16,81.67,319.23,55,53.8,1.85
52.8000000000002,143.3,137.62,119.64,131.43,19.16,81.68,319.32,56,53.5,1.85
53.0000000000002,143.43,137.68,119.76,131.6,19.15,81.69,319.38,56,53.5,1.85
53.2000000000002,143.69,137.94,119.94,131.74,19.14,81.68,319.45,56,53.6,1.85
53.4000000000002,143.94,138.19,120.03,131.81,19.16,81.68,319.39,56,53.5,1.85
53.6000000000002,144.21,138.36,120.34,132,19.14,81.69,319.21,56,53.5,1.85
53.8000000000002,144.37,138.46,120.56,132.17,19.11,81.68,319.58,56,53.4,1.85
54.0000000000002,144.58,138.55,120.69,132.39,19.16,81.7,319.51,57,53.4,1.85
54.2000000000002,144.91,138.69,120.89,132.6,19.16,81.71,319.24,57,53.4,1.85
54.4000000000002,145.12,138.81,121,132.65,19.18,81.71,319.44,57,53.4,1.85
54.6000000000002,145.3,138.94,121.23,132.72,19.17,81.71,318.83,57,53.6,1.85
54.8000000000002,145.43,139.16,121.43,132.89,19.16,81.71,318.65,57,53.6,1.85
55.0000000000002,145.75,139.31,121.59,133.13,19.15,81.71,318.71,58,53.6,1.85
55.2000000000002,146.11,139.48,121.78,133.41,19.17,81.71,318.96,58,53.7,1.85
55.4000000000003,146.27,139.5,121.87,133.49,19.16,81.7,319.25,58,53.7,1.85
55.6000000000003,146.4,139.61,122.07,133.6,19.13,81.69,319.31,59,53.5,1.85
55.8000000000003,146.63,139.78,122.32,133.69,19.16,81.71,319.57,59,53.5,1.85
56.0000000000003,146.93,140.01,122.53,133.76,19.17,81.7,319.49,59,53.2,1.85
56.2000000000003,147.21,140.2,122.7,134.04,19.18,81.71,319.5,59,53.4,1.87
56.4000000000003,147.35,140.29,122.77,134.19,19.15,81.71,319.62,59,53.4,1.87
56.6000000000003,147.54,140.36,122.98,134.38,19.14,81.7,319.95,59,53.2,1.87
56.8000000000003,147.8,140.42,123.18,134.49,19.14,81.7,319.68,60,53.2,1.87
57.0000000000003,148.07,140.56,123.42,134.56,19.14,81.7,319.58,60,53,1.87
57.2000000000003,148.26,140.71,123.6,134.69,19.18,81.71,319.47,60,53,1.87
57.4000000000003,148.39,140.87,123.67,134.76,19.19,81.71,319.7,60,53.1,1.87
57.6000000000003,148.75,141.17,123.94,135.1,19.21,81.71,319.83,60,53,1.87
57.8000000000003,149.01,141.28,124.24,135.33,19.22,81.7,319.95,61,53,1.87
58.0000000000003,149.2,141.38,124.45,135.46,19.24,81.7,319.76,61,52.9,1.87
58.2000000000003,149.37,141.53,124.59,135.57,19.26,81.7,320.21,61,52.9,1.87
58.4000000000003,149.68,141.6,124.66,135.65,19.24,81.71,319.94,61,53.1,1.87
58.6000000000003,149.83,141.64,124.7,135.68,19.2,81.71,319.77,61,53.1,1.87
58.8000000000003,150.01,141.77,124.85,135.77,19.19,81.7,320.16,62,52.9,1.87
59.0000000000003,150.13,141.94,125.06,136.01,19.13,81.7,320.09,62,52.8,1.87
59.2000000000003,150.33,142.12,125.32,136.25,19.13,81.71,319.78,62,52.8,1.87
59.4000000000003,150.53,142.23,125.46,136.38,19.14,81.7,319.76,62,53,1.89
59.6000000000003,150.77,142.3,125.55,136.45,19.14,81.71,319.61,62,53,1.89
59.8000000000003,150.97,142.35,125.61,136.53,19.18,81.7,319.77,63,52.9,1.87
60.0000000000003,151.14,142.46,125.82,136.64,19.13,81.7,319.7,63,52.9,1.87
60.2000000000003,151.3,142.59,126.05,136.89,19.15,81.69,319.94,63,52.9,1.87
60.4000000000003,151.53,142.7,126.3,137.03,19.16,81.69,320.1,63,52.9,1.89
60.6000000000003,151.8,142.8,126.42,137.21,19.11,81.7,319.82,64,52.9,1.89
60.8000000000003,151.96,142.99,126.51,137.35,19.12,81.7,320.28,64,52.8,1.87
61.0000000000003,152.08,143.15,126.6,137.43,19.14,81.7,320.05,64,52.8,1.87
61.2000000000003,152.33,143.27,126.77,137.53,19.16,81.69,320.38,64,52.8,1.87
61.4000000000003,152.55,143.3,126.98,137.64,19.14,81.69,319.98,64,52.8,1.89
61.6000000000003,152.81,143.35,127.21,137.82,19.15,81.69,319.8,65,52.9,1.89
61.8000000000003,152.97,143.45,127.39,138.07,19.17,81.7,320.1,65,52.9,1.87
62.0000000000003,153.09,143.54,127.48,138.22,19.18,81.7,319.76,65,52.8,1.87
62.2000000000003,153.32,143.79,127.57,138.35,19.15,81.7,319.41,65,52.8,1.87
62.4000000000004,153.52,143.91,127.62,138.4,19.15,81.69,319.54,65,52.8,1.87
62.6000000000004,153.78,144.08,127.86,138.49,19.17,81.7,319.6,65,52.9,1.87
62.8000000000004,153.93,144.19,128.12,138.65,19.16,81.7,319.6,66,52.9,1.87
63.0000000000004,154.06,144.26,128.28,138.88,19.16,81.7,319.45,66,52.6,1.87
63.2000000000004,154.27,144.34,128.41,139.15,19.17,81.7,319.59,66,52.6,1.87
63.4000000000004,154.45,144.39,128.47,139.25,19.19,81.71,319.43,66,52.8,1.87
